gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
7495-10277,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 07:45:00,2,11.06,3,Blue,mid,clx,Bilibili Gaming Junior,Orianna,Pantheon,Taliyah,Elise,Galio,Lissandra,1795,1,6,2,8,17,10,1,1,0,0,0,0,0,1,0.5682,0.9025,,,,,,,,,,,,,,,,,,,,,,,,,,19967,667.4206,0.306534,295.6546,235.5543,15,0.5014,6,0.2006,5,46,1.5376,14918,10981,367.0529,0.262242,13875,,311,263,48,25,8,10.3955,3937,4650,97,3733,4645,92,204,5,5,0,2,1,1,0,2,5804,7503,155,5580,7668,143,224,-165,12,0,2,2,1,2,2
7495-10277,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 07:45:00,2,11.06,4,Blue,bot,Able,Bilibili Gaming Junior,Tristana,Pantheon,Taliyah,Elise,Galio,Lissandra,1795,1,5,3,6,17,10,0,0,0,0,0,0,0,0,0.5682,0.9025,,,,,,,,,,,,,,,,,,,,,,,,,,14901,498.0836,0.22876,422.7744,245.2813,29,0.9694,21,0.7019,0,65,2.1727,14433,10496,350.8412,0.250659,11800,,297,257,40,33,0,9.9276,3711,3253,89,3761,3580,90,-50,-327,-1,1,0,1,1,1,0,5771,5666,145,6722,6034,147,-951,-368,-2,1,0,2,3,2,0
7495-10277,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 07:45:00,2,11.06,5,Blue,sup,ZYF,Bilibili Gaming Junior,Rell,Pantheon,Taliyah,Elise,Galio,Lissandra,1795,1,0,2,10,17,10,0,0,0,0,0,0,0,0,0.5682,0.9025,,,,,,,,,,,,,,,,,,,,,,,,,,2813,94.0279,0.0431852,378.3510,621.2925,41,1.3705,13,0.4345,11,72,2.4067,7703,3766,125.8830,0.0899312,6875,,36,36,0,0,0,1.2033,2356,2892,16,2109,2481,16,247,411,0,0,1,1,0,1,1,3466,3917,26,3711,4189,32,-245,-272,-6,0,1,2,0,4,1
7495-10277,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 07:45:00,2,11.06,6,Red,top,Solokill,WanZhen Esports Club,Lee Sin,Thresh,Sylas,Renekton,Jayce,LeBlanc,1795,0,1,4,1,10,17,0,0,0,0,0,0,0,0,0.3343,0.9025,,,,,,,,,,,,,,,,,,,,,,,,,,13660,456.6017,0.28305,732.0000,704.2563,10,0.3343,3,0.1003,3,18,0.6017,9916,5979,199.8552,0.199739,9675,,251,242,9,4,0,8.3900,3068,4884,77,3099,4611,81,-31,273,-4,0,0,0,0,0,0,4882,7464,128,5784,7899,135,-902,-435,-7,0,0,1,0,1,0
7495-10277,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 07:45:00,2,11.06,7,Red,jng,yyy,WanZhen Esports Club,Udyr,Thresh,Sylas,Renekton,Jayce,LeBlanc,1795,0,2,2,3,10,17,0,0,0,0,1,0,1,0,0.3343,0.9025,,,,,,,,,,,,,,,,,,,,,,,,,,4830,161.4485,0.100083,921.9276,691.5209,11,0.3677,10,0.3343,11,33,1.1031,8773,4836,161.6490,0.161553,8650,,170,28,142,116,0,5.6825,3565,3886,69,3561,4012,70,4,-126,-1,1,1,0,2,0,0,5332,6339,107,5806,6321,105,-474,18,2,2,1,0,3,0,0
7495-10277,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 07:45:00,2,11.06,8,Red,mid,XXX,WanZhen Esports Club,Ryze,Thresh,Sylas,Renekton,Jayce,LeBlanc,1795,0,1,5,5,10,17,0,0,0,0,1,1,0,0,0.3343,0.9025,,,,,,,,,,,,,,,,,,,,,,,,,,9910,331.2535,0.205346,524.2563,248.8579,15,0.5014,6,0.2006,6,27,0.9025,9698,5761,192.5682,0.192456,9600,,235,219,16,9,0,7.8552,3733,4645,92,3937,4650,97,-204,-5,-5,1,0,2,0,2,1,5580,7668,143,5804,7503,155,-224,165,-12,1,2,2,0,2,2
7495-10277,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 07:45:00,2,11.06,9,Red,bot,Thesnake,WanZhen Esports Club,Kai'Sa,Thresh,Sylas,Renekton,Jayce,LeBlanc,1795,0,6,2,2,10,17,1,0,0,0,0,0,0,0,0.3343,0.9025,,,,,,,,,,,,,,,,,,,,,,,,,,16410,548.5237,0.340033,451.8552,221.8496,23,0.7688,12,0.4011,4,39,1.3036,14673,10736,358.8635,0.358666,14700,,328,294,34,28,0,10.9638,3761,3580,90,3711,3253,89,50,327,1,1,1,0,1,0,1,6722,6034,147,5771,5666,145,951,368,2,3,2,0,1,0,2
7495-10277,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 07:45:00,2,11.06,10,Red,sup,JKJK,WanZhen Esports Club,Alistar,Thresh,Sylas,Renekton,Jayce,LeBlanc,1795,0,0,4,7,10,17,0,0,0,0,0,0,0,0,0.3343,0.9025,,,,,,,,,,,,,,,,,,,,,,,,,,3450,115.3203,0.0714878,467.8997,688.1114,48,1.6045,18,0.6017,17,70,2.3398,6559,2622,87.6435,0.0875852,6575,,43,43,0,0,0,1.4373,2109,2481,16,2356,2892,16,-247,-411,0,0,1,1,0,1,1,3711,4189,32,3466,3917,26,245,272,6,0,4,1,0,1,2
7495-10277,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 07:45:00,2,11.06,100,Blue,team,,Bilibili Gaming Junior,,Pantheon,Taliyah,Elise,Galio,Lissandra,1795,1,17,10,43,17,10,1,1,0,0,0,,,,0.5682,0.9025,1,4,1,4,1,0,1,0,3,,0,0,1,2,0,1,2,0,1,10,2,1,1,1,0,65138,2177.3148,,2759.7660,2660.3900,104,3.4763,58,1.9387,31,264,8.8245,61559,41872,1399.6212,,55050,0.11223,,,246,152,21,,16664,19418,353,16236,19476,344,428,-58,9,3,3,3,3,3,3,26631,31306,566,26227,31694,557,404,-388,9,4,4,6,6,9,4
7495-10277,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 07:45:00,2,11.06,200,Red,team,,WanZhen Esports Club,,Thresh,Sylas,Renekton,Jayce,LeBlanc,1795,0,10,17,18,10,17,1,0,0,0,1,,,,0.3343,0.9025,0,1,4,1,4,1,0,0,0,,0,0,0,0,2,0,0,2,0,2,10,0,0,0,1,48260,1613.1476,,3097.9387,2554.5961,107,3.5766,49,1.6379,41,187,6.2507,49619,29932,1000.5125,,49200,-0.11223,,,201,157,0,,16236,19476,344,16664,19418,353,-428,58,-9,3,3,3,3,3,3,26227,31694,557,26631,31306,566,-404,388,-9,6,9,4,4,4,6
7498-10278,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 08:19:00,1,11.06,1,Blue,top,yaoyang,MAX,Aatrox,Renekton,Tahm Kench,Camille,Irelia,Alistar,1896,1,11,1,9,33,13,2,1,1,0,0,0,0,0,1.0443,1.4557,,,,,,,,,,,,,,,,,,,,,,,,,,28404,898.8608,0.340013,1263.3861,1060.0000,7,0.2215,2,0.0633,3,24,0.7595,16066,11923,377.3101,0.257341,15125,,256,237,19,1,3,8.1013,4134,5363,82,2879,3996,67,1255,1367,15,2,2,0,0,0,2,7481,9129,138,4142,5830,100,3339,3299,38,4,3,0,0,0,5
7498-10278,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 08:19:00,1,11.06,2,Blue,jng,Kennychan,MAX,Udyr,Renekton,Tahm Kench,Camille,Irelia,Alistar,1896,1,2,2,9,33,13,0,0,0,0,0,0,0,0,1.0443,1.4557,,,,,,,,,,,,,,,,,,,,,,,,,,6524,206.4557,0.0780962,1028.8608,1128.3228,11,0.3481,16,0.5063,12,53,1.6772,11592,7449,235.7278,0.160773,9700,,191,35,156,85,22,6.0443,3704,3627,68,2940,3222,60,764,405,8,1,3,0,0,0,3,5391,5722,106,4555,5095,87,836,627,19,1,3,1,1,1,4
7498-10278,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 08:19:00,1,11.06,3,Blue,mid,Marzss1,MAX,Ryze,Renekton,Tahm Kench,Camille,Irelia,Alistar,1896,1,6,4,8,33,13,0,0,0,0,0,0,0,0,1.0443,1.4557,,,,,,,,,,,,,,,,,,,,,,,,,,14292,452.2785,0.171084,706.5506,353.1013,14,0.4430,7,0.2215,6,36,1.1392,13912,9769,309.1456,0.210848,13695,,269,220,49,25,17,8.5127,4266,4471,82,3085,4463,76,1181,8,6,3,1,0,0,0,0,6576,7441,134,5176,7155,125,1400,286,9,4,3,0,1,2,1
7498-10278,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 08:19:00,1,11.06,4,Blue,bot,Ylj,MAX,Kai'Sa,Renekton,Tahm Kench,Camille,Irelia,Alistar,1896,1,12,5,5,33,13,0,0,0,0,1,0,1,0,1.0443,1.4557,,,,,,,,,,,,,,,,,,,,,,,,,,29609,936.9937,0.354438,612.2152,421.3924,24,0.7595,11,0.3481,3,45,1.4241,15975,11832,374.4304,0.255377,14775,,296,246,50,18,16,9.3671,3644,3573,84,3170,3615,71,474,-42,13,1,2,1,1,0,2,6052,6254,127,4933,5770,115,1119,484,12,3,3,2,1,2,3
7498-10278,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 08:19:00,1,11.06,5,Blue,sup,Ruii,MAX,Janna,Renekton,Tahm Kench,Camille,Irelia,Alistar,1896,1,2,1,22,33,13,0,0,0,0,1,1,0,0,1.0443,1.4557,,,,,,,,,,,,,,,,,,,,,,,,,,4709,149.0190,0.0563696,218.7342,147.2785,49,1.5506,14,0.4430,14,82,2.5949,9502,5359,169.5886,0.115661,8550,,43,43,0,0,0,1.3608,2777,2284,20,2070,1854,16,707,430,4,1,4,0,0,0,1,4234,4076,27,3500,3847,25,734,229,2,2,6,1,1,2,1
7498-10278,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 08:19:00,1,11.06,6,Red,top,invincible,V5 87,Gnar,Lee Sin,Thresh,Hecarim,Rakan,Gragas,1896,0,0,9,5,13,33,0,0,0,0,0,0,0,0,0.4114,1.4557,,,,,,,,,,,,,,,,,,,,,,,,,,16657,527.1203,0.213694,811.2025,690.1582,9,0.2848,11,0.3481,3,33,1.0443,10723,6580,208.2278,0.204095,9825,,251,231,20,19,0,7.9430,2879,3996,67,4134,5363,82,-1255,-1367,-15,0,0,2,2,2,0,4142,5830,100,7481,9129,138,-3339,-3299,-38,0,0,5,4,3,0
7498-10278,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 08:19:00,1,11.06,7,Red,jng,Noble,V5 87,Olaf,Lee Sin,Thresh,Hecarim,Rakan,Gragas,1896,0,3,6,6,13,33,0,0,0,0,0,0,0,0,0.4114,1.4557,,,,,,,,,,,,,,,,,,,,,,,,,,13891,439.5886,0.178209,863.5443,726.8987,8,0.2532,8,0.2532,9,27,0.8544,9823,5680,179.7468,0.176177,9675,,153,27,126,82,9,4.8418,2940,3222,60,3704,3627,68,-764,-405,-8,0,0,3,1,3,0,4555,5095,87,5391,5722,106,-836,-627,-19,1,1,4,1,3,1
7498-10278,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 08:19:00,1,11.06,8,Red,mid,Dream,V5 87,Viktor,Lee Sin,Thresh,Hecarim,Rakan,Gragas,1896,0,3,5,8,13,33,0,0,0,0,0,0,0,0,0.4114,1.4557,,,,,,,,,,,,,,,,,,,,,,,,,,21256,672.6582,0.272695,476.1709,435.0949,12,0.3797,6,0.1899,3,23,0.7278,11306,7163,226.6772,0.222179,11175,,228,219,9,9,0,7.2152,3085,4463,76,4266,4471,82,-1181,-8,-6,0,0,0,3,1,0,5176,7155,125,6576,7441,134,-1400,-286,-9,1,2,1,4,3,0
7498-10278,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 08:19:00,1,11.06,9,Red,bot,Today,V5 87,Tristana,Lee Sin,Thresh,Hecarim,Rakan,Gragas,1896,0,6,6,4,13,33,0,0,0,0,0,0,0,1,0.4114,1.4557,,,,,,,,,,,,,,,,,,,,,,,,,,21078,667.0253,0.270411,544.8418,436.4557,25,0.7911,14,0.4430,3,50,1.5823,14126,9983,315.9177,0.309654,14275,,294,277,17,17,0,9.3038,3170,3615,71,3644,3573,84,-474,42,-13,1,0,2,1,2,1,4933,5770,115,6052,6254,127,-1119,-484,-12,1,2,3,3,3,2
7498-10278,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 08:19:00,1,11.06,10,Red,sup,Jerry,V5 87,Rell,Lee Sin,Thresh,Hecarim,Rakan,Gragas,1896,0,1,7,8,13,33,0,0,0,0,0,0,0,0,0.4114,1.4557,,,,,,,,,,,,,,,,,,,,,,,,,,5066,160.3165,0.064992,616.7722,809.4937,41,1.2975,11,0.3481,18,67,2.1203,6977,2834,89.6835,0.0878956,6925,,43,43,0,0,0,1.3608,2070,1854,16,2777,2284,20,-707,-430,-4,0,0,1,1,4,0,3500,3847,25,4234,4076,27,-734,-229,-2,1,2,1,2,6,1
7498-10278,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 08:19:00,1,11.06,100,Blue,team,,MAX,,Renekton,Tahm Kench,Camille,Irelia,Alistar,1896,1,33,13,53,33,13,2,1,1,0,1,,,,1.0443,1.4557,1,4,0,4,0,2,0,1,1,,0,0,1,2,0,1,2,0,1,8,2,1,1,1,0,83538,2643.6076,,3829.7468,3110.0949,105,3.3228,50,1.5823,38,240,7.5949,67047,46330,1466.1392,,61845,0.175343,,,274,129,58,,18525,19318,336,14144,17150,290,4381,2168,46,8,12,1,1,0,8,29734,32622,532,22306,27697,452,7428,4925,80,14,18,4,4,7,14
7498-10278,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 08:19:00,1,11.06,200,Red,team,,V5 87,,Lee Sin,Thresh,Hecarim,Rakan,Gragas,1896,0,13,33,31,13,33,0,0,0,0,0,,,,0.4114,1.4557,0,0,4,0,4,0,0,0,0,,0,0,0,0,2,0,0,2,0,2,8,0,0,0,1,77948,2466.7089,,3312.5316,3098.1013,95,3.0063,50,1.5823,36,200,6.3291,52955,32238,1020.1899,,51875,-0.175343,,,172,127,9,,14144,17150,290,18525,19318,336,-4381,-2168,-46,1,0,8,8,12,1,22306,27697,452,29734,32622,532,-7428,-4925,-80,4,7,14,14,18,4
7495-10279,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 08:37:00,3,11.06,1,Blue,top,Solokill,WanZhen Esports Club,Renekton,Hecarim,Volibear,Thresh,Sylas,Orianna,1470,0,3,5,2,8,25,0,0,0,0,1,1,0,0,0.3265,1.3469,,,,,,,,,,,,,,,,,,,,,,,,,,12379,505.2653,0.312585,1193.7959,861.5918,9,0.3673,3,0.1224,2,12,0.4898,9142,5868,239.5102,0.2525,9000,,195,190,5,1,0,7.9592,3897,4879,97,3373,4474,84,524,405,13,1,0,1,0,0,0,5539,7352,146,6223,7845,143,-684,-493,3,1,0,2,2,0,0
7495-10279,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 08:37:00,3,11.06,2,Blue,jng,yyy,WanZhen Esports Club,Udyr,Hecarim,Volibear,Thresh,Sylas,Orianna,1470,0,0,6,4,8,25,0,0,0,0,1,0,1,0,0.3265,1.3469,,,,,,,,,,,,,,,,,,,,,,,,,,4283,174.8163,0.108151,1108.3673,804.6531,8,0.3265,5,0.2041,7,26,1.0612,7150,3876,158.2041,0.166779,6725,,141,27,114,85,0,5.7551,3206,3799,68,3117,3851,76,89,-52,-8,0,2,0,0,0,0,4571,5267,94,5604,6657,105,-1033,-1390,-11,0,2,2,2,4,0
7495-10279,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 08:37:00,3,11.06,3,Blue,mid,XXX,WanZhen Esports Club,Seraphine,Hecarim,Volibear,Thresh,Sylas,Orianna,1470,0,0,5,3,8,25,0,0,0,0,1,0,1,0,0.3265,1.3469,,,,,,,,,,,,,,,,,,,,,,,,,,3565,145.5102,0.0900207,553.3061,277.4286,13,0.5306,3,0.1224,5,19,0.7755,6405,3131,127.7959,0.134719,5910,,146,142,4,4,0,5.9592,3094,4004,76,3368,4510,82,-274,-506,-6,0,1,0,0,2,0,4533,6517,119,5707,8025,138,-1174,-1508,-19,0,1,1,0,6,0
7495-10279,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 08:37:00,3,11.06,4,Blue,bot,Thesnake,WanZhen Esports Club,Tristana,Hecarim,Volibear,Thresh,Sylas,Orianna,1470,0,3,4,1,8,25,0,0,0,0,1,0,1,0,0.3265,1.3469,,,,,,,,,,,,,,,,,,,,,,,,,,13183,538.0816,0.332887,627.2245,263.5510,23,0.9388,9,0.3673,4,32,1.3061,10454,7180,293.0612,0.308959,9950,,238,217,21,16,0,9.7143,3736,3569,93,3881,3777,102,-145,-208,-9,1,1,0,1,1,1,5392,4954,133,7763,6727,173,-2371,-1773,-40,1,1,2,4,2,1
7495-10279,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 08:37:00,3,11.06,5,Blue,sup,JKJK,WanZhen Esports Club,Alistar,Hecarim,Volibear,Thresh,Sylas,Orianna,1470,0,2,5,6,8,25,1,0,0,0,1,0,1,0,0.3265,1.3469,,,,,,,,,,,,,,,,,,,,,,,,,,6192,252.7347,0.156356,646.8163,938.9388,35,1.4286,9,0.3673,14,53,2.1633,6459,3185,130.0000,0.137043,6350,,38,38,0,0,0,1.5510,2229,2500,15,2386,2465,13,-157,35,2,0,2,1,1,0,1,3426,3768,30,3791,4591,20,-365,-823,10,0,2,2,1,2,1
7495-10279,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 08:37:00,3,11.06,6,Red,top,Myths,Bilibili Gaming Junior,Gnar,Pantheon,Taliyah,Elise,Lissandra,Twisted Fate,1470,1,5,1,6,25,8,1,0,0,0,0,0,0,0,1.0204,1.3469,,,,,,,,,,,,,,,,,,,,,,,,,,19216,784.3265,0.241371,685.7143,756.8980,8,0.3265,5,0.2041,4,26,1.0612,11666,8392,342.5306,0.228473,10950,,223,199,24,4,12,9.1020,3373,4474,84,3897,4879,97,-524,-405,-13,0,0,0,1,0,1,6223,7845,143,5539,7352,146,684,493,-3,2,0,0,1,0,2
7495-10279,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 08:37:00,3,11.06,7,Red,jng,xiao7,Bilibili Gaming Junior,Nocturne,Pantheon,Taliyah,Elise,Lissandra,Twisted Fate,1470,1,3,1,17,25,8,0,0,0,0,0,0,0,0,1.0204,1.3469,,,,,,,,,,,,,,,,,,,,,,,,,,13233,540.1224,0.166219,1050.5714,681.1837,6,0.2449,10,0.4082,5,34,1.3878,9714,6440,262.8571,0.175327,9035,,155,29,126,100,7,6.3265,3117,3851,76,3206,3799,68,-89,52,8,0,0,0,0,2,0,5604,6657,105,4571,5267,94,1033,1390,11,2,4,0,0,2,2
7495-10279,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 08:37:00,3,11.06,8,Red,mid,clx,Bilibili Gaming Junior,Galio,Pantheon,Taliyah,Elise,Lissandra,Twisted Fate,1470,1,2,1,18,25,8,0,0,0,0,0,0,0,0,1.0204,1.3469,,,,,,,,,,,,,,,,,,,,,,,,,,15162,618.8571,0.190449,392.7347,462.3265,14,0.5714,4,0.1633,7,27,1.1020,10036,6762,276.0000,0.184094,9100,,188,184,4,4,0,7.6735,3368,4510,82,3094,4004,76,274,506,6,0,2,0,0,1,0,5707,8025,138,4533,6517,119,1174,1508,19,0,6,0,0,1,1
7495-10279,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 08:37:00,3,11.06,9,Red,bot,Able,Bilibili Gaming Junior,Kai'Sa,Pantheon,Taliyah,Elise,Lissandra,Twisted Fate,1470,1,14,2,7,25,8,3,2,0,0,0,0,0,0,1.0204,1.3469,,,,,,,,,,,,,,,,,,,,,,,,,,26038,1062.7755,0.327061,481.3469,279.4286,26,1.0612,25,1.0204,1,71,2.8980,15261,11987,489.2653,0.326352,13575,,272,232,40,20,8,11.1020,3881,3777,102,3736,3569,93,145,208,9,1,1,1,1,1,0,7763,6727,173,5392,4954,133,2371,1773,40,4,2,1,1,1,2
7495-10279,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 08:37:00,3,11.06,10,Red,sup,ZYF,Bilibili Gaming Junior,Rell,Pantheon,Taliyah,Elise,Lissandra,Twisted Fate,1470,1,1,3,12,25,8,0,0,0,0,0,0,0,1,1.0204,1.3469,,,,,,,,,,,,,,,,,,,,,,,,,,5963,243.3878,0.0749008,367.6735,565.6327,30,1.2245,5,0.2041,12,53,2.1633,6424,3150,128.5714,0.0857524,5500,,25,25,0,0,0,1.0204,2386,2465,13,2229,2500,15,157,-35,-2,1,0,1,0,2,1,3791,4591,20,3426,3768,30,365,823,-10,1,2,1,0,2,2
7495-10279,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 08:37:00,3,11.06,100,Blue,team,,WanZhen Esports Club,,Hecarim,Volibear,Thresh,Sylas,Orianna,1470,0,8,25,16,8,25,1,0,0,0,1,,,,0.3265,1.3469,0,0,3,0,3,0,0,0,0,,0,0,1,1,1,0,0,1,0,1,8,0,0,0,1,39602,1616.4082,,4129.5102,3146.1633,88,3.5918,29,1.1837,32,142,5.7959,39610,23238,948.4898,,37935,-0.237528,,,144,106,0,,16162,18751,349,16125,19077,357,37,-326,-8,2,6,2,2,3,2,23461,27858,522,29088,33845,579,-5627,-5987,-57,2,6,9,9,14,2
7495-10279,complete,https://lpl.qq.com/es/stats.shtml?bmid=7495,LDL,2021,Spring,0,2021-05-09 08:37:00,3,11.06,200,Red,team,,Bilibili Gaming Junior,,Pantheon,Taliyah,Elise,Lissandra,Twisted Fate,1470,1,25,8,60,25,8,4,2,0,0,0,,,,1.0204,1.3469,1,3,0,3,0,1,0,1,1,,0,0,0,1,1,1,1,0,1,8,1,1,1,1,0,79612,3249.4694,,2978.0408,2745.4694,84,3.4286,49,2.0000,29,211,8.6122,53101,36729,1499.1429,,48160,0.237528,,,194,128,27,,16125,19077,357,16162,18751,349,-37,326,8,2,3,2,2,6,2,29088,33845,579,23461,27858,522,5627,5987,57,9,14,2,2,6,9
7498-10280,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 09:10:00,2,11.06,1,Blue,top,yaoyang,MAX,Aatrox,Renekton,Tahm Kench,Camille,Irelia,Alistar,2082,0,6,6,3,14,25,2,0,0,0,0,0,0,0,0.4035,1.0951,,,,,,,,,,,,,,,,,,,,,,,,,,21465,618.5879,0.286414,1073.2565,1021.9885,7,0.2017,3,0.0865,4,19,0.5476,13714,9191,264.8703,0.257147,13100,,258,238,20,7,5,7.4352,3499,4576,74,2884,3297,51,615,1279,23,1,0,1,1,1,1,5489,7508,133,5203,5707,89,286,1801,44,1,1,2,1,2,3
7498-10280,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 09:10:00,2,11.06,2,Blue,jng,Kennychan,MAX,Hecarim,Renekton,Tahm Kench,Camille,Irelia,Alistar,2082,0,1,7,7,14,25,0,0,0,0,0,0,0,1,0.4035,1.0951,,,,,,,,,,,,,,,,,,,,,,,,,,9552,275.2738,0.127455,1103.0259,904.4957,8,0.2305,7,0.2017,10,26,0.7493,9597,5074,146.2248,0.141963,9550,,158,16,142,101,5,4.5533,2996,3119,57,4143,4404,83,-1147,-1285,-26,0,1,1,1,3,0,4787,5041,78,6248,6797,117,-1461,-1756,-39,1,3,2,3,3,0
7498-10280,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 09:10:00,2,11.06,3,Blue,mid,Marzss1,MAX,Zoe,Renekton,Tahm Kench,Camille,Irelia,Alistar,2082,0,1,1,8,14,25,0,0,0,0,0,0,0,0,0.4035,1.0951,,,,,,,,,,,,,,,,,,,,,,,,,,18977,546.8876,0.253216,379.1643,161.4697,16,0.4611,10,0.2882,4,44,1.2680,11290,6767,195.0144,0.189329,11435,,224,208,16,12,0,6.4553,2839,4381,68,3496,4766,85,-657,-385,-17,0,0,0,0,1,0,4912,7209,102,5839,7317,125,-927,-108,-23,1,3,0,2,2,1
7498-10280,complete,https://lpl.qq.com/es/stats.shtml?bmid=7498,LDL,2021,Spring,0,2021-05-09 09:10:00,2,11.06,4,Blue,bot,Ylj,MAX,Xayah,Renekton,Tahm Kench,Camille,Irelia,Alistar,2082,0,6,7,3,14,25,1,0,0,0,0,0,0,0,0.4035,1.0951,,,,,,,,,,,,,,,,,,,,,,,,,,22919,660.4899,0.305815,577.8386,272.3343,13,0.3746,19,0.5476,5,46,1.3256,16121,11598,334.2363,0.32449,16155,,322,265,57,37,11,9.2795,2930,3020,65,4182,3218,85,-1252,-198,-20,0,0,1,2,0,0,5884,5229,118,6107,5524,130,-223,-295,-12,2,0,2,2,1,1
