game,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
ESPORTSTMNT05/1830237,164,163,61,498,89,150,77,112,145,497,0
7040-9442,266,60,517,145,79,150,876,61,498,12,1
6947-9441,79,104,134,523,412,266,76,142,135,71,0
7040-9444,58,76,142,67,89,79,104,245,498,12,0
6948-9445,58,203,4,135,12,41,77,268,145,71,1
ESPORTSTMNT05/1830257,150,80,112,202,223,39,77,61,429,518,1
6948-9447,41,77,268,135,12,58,79,38,145,71,1
ESPORTSTMNT05/1820212,150,2,142,21,70,79,77,777,235,53,0
ESPORTSTMNT05/1820228,266,76,4,135,71,58,876,112,202,412,0
ESPORTSTMNT05/1820247,6,2,3,21,89,79,104,112,523,201,1
ESPORTSTMNT01/1722425,58,163,517,145,111,79,120,18,21,70,0
ESPORTSTMNT05/1820251,79,59,61,145,875,516,876,3,21,412,1
ESPORTSTMNT04/1491149,58,64,84,145,70,150,163,3,498,71,1
ESPORTSTMNT01/1722482,54,427,236,145,12,106,876,134,202,89,1
ESPORTSTMNT01/1722489,79,876,777,145,3,150,163,84,523,201,0
ESPORTSTMNT06/1560252,164,80,112,145,111,78,72,61,523,412,1
ESPORTSTMNT05/1820260,58,203,13,523,412,516,876,236,145,71,1
ESPORTSTMNT01/1722547,85,2,134,429,412,79,104,112,523,12,0
ESPORTSTMNT04/1491156,164,76,4,202,3,54,104,61,145,432,0
ESPORTSTMNT06/1560261,58,163,777,498,497,516,120,112,145,432,0
ESPORTSTMNT01/1722552,43,104,245,70,89,92,79,268,145,12,0
ESPORTSTMNT06/1560262,84,163,875,202,412,164,80,112,498,3,1
ESPORTSTMNT01/1722592,150,876,4,498,3,79,203,84,135,70,1
ESPORTSTMNT06/1560273,164,876,84,498,3,39,245,104,145,12,1
ESPORTSTMNT06/1560274,516,121,112,202,3,150,876,134,145,89,0
ESPORTSTMNT01/1722596,79,2,61,498,89,266,80,134,145,3,1
ESPORTSTMNT04/1491159,78,120,134,21,201,150,163,61,202,12,1
ESPORTSTMNT05/1820273,41,2,134,145,875,516,104,7,523,412,1
ESPORTSTMNT02/1681324,164,56,134,145,89,79,76,777,523,412,0
ESPORTSTMNT06/1560275,266,2,134,70,12,150,876,3,523,412,0
ESPORTSTMNT01/1722637,516,2,4,202,12,266,80,61,145,201,0
ESPORTSTMNT04/1491163,164,80,142,202,3,82,120,134,21,89,1
ESPORTSTMNT01/1722638,79,163,236,135,89,164,104,4,145,71,1
ESPORTSTMNT01/1722644,150,163,245,69,12,41,2,134,135,875,1
ESPORTSTMNT06/1560276,150,76,4,498,12,164,59,3,115,412,0
ESPORTSTMNT01/1722661,79,120,61,145,412,240,163,517,523,3,0
ESPORTSTMNT02/1681353,24,80,61,498,412,164,59,268,145,3,1
ESPORTSTMNT04/1491166,150,120,4,145,111,164,76,126,22,12,1
ESPORTSTMNT01/1722685,79,30,777,21,25,150,163,142,145,412,1
ESPORTSTMNT02/1681379,58,76,142,498,89,79,104,236,145,12,1
ESPORTSTMNT02/1681428,79,2,61,202,12,68,104,134,145,89,0
ESPORTSTMNT01/1722768,150,120,268,236,3,79,163,4,81,875,0
7041-9449,84,120,61,145,412,41,113,777,498,875,1
ESPORTSTMNT05/1820279,79,104,268,145,12,517,2,61,135,497,1
7041-9450,150,76,875,202,111,126,77,61,498,497,0
7043-9452,164,2,134,235,3,58,163,777,498,89,0
7042-9451,516,154,126,145,79,58,76,777,135,89,0
ESPORTSTMNT05/1830368,150,2,112,135,111,41,77,61,145,71,0
7043-9454,58,2,61,21,70,266,104,43,523,412,0
7042-9453,516,2,112,145,12,150,163,80,202,111,0
6949-9455,58,77,13,498,875,150,120,268,145,12,1
7042-9456,516,48,142,145,79,150,2,134,498,25,0
ESPORTSTMNT05/1830373,133,76,134,145,12,58,77,4,235,79,0
7043-9457,24,77,84,145,12,164,2,134,202,79,1
6950-9459,164,2,134,202,89,79,203,61,498,12,1
7045-9461,164,876,4,135,497,875,163,236,145,3,1
ESPORTSTMNT05/1820337,58,80,268,67,235,14,77,142,145,70,1
6950-9462,126,876,112,145,79,150,77,61,523,412,0
7045-9464,164,876,67,135,71,24,104,3,145,12,1
7045-9465,58,79,134,145,12,164,104,61,523,412,0
ESPORTSTMNT05/1830391,266,876,61,498,412,79,120,134,145,57,1
ESPORTSTMNT05/1830405,98,120,134,145,12,39,2,245,21,89,1
ESPORTSTMNT05/1830412,79,80,84,67,201,164,121,115,145,3,0
ESPORTSTMNT05/1830469,164,2,134,135,12,62,876,3,145,111,1
ESPORTSTMNT05/1820441,79,2,245,235,89,150,876,61,135,12,0
ESPORTSTMNT05/1820447,126,2,268,22,70,54,80,134,523,412,0
ESPORTSTMNT05/1830515,58,2,61,145,71,150,76,7,498,89,0
ESPORTSTMNT01/1723037,54,79,157,21,43,39,120,7,202,70,1
ESPORTSTMNT02/1681735,79,2,3,21,71,117,203,61,523,412,0
ESPORTSTMNT01/1723072,266,2,112,145,70,516,120,61,523,412,1
ESPORTSTMNT02/1681753,104,77,777,70,44,58,76,13,145,12,1
ESPORTSTMNT02/1681778,117,77,777,235,223,266,876,13,145,12,0
ESPORTSTMNT01/1723155,41,79,61,145,111,516,80,268,498,412,0
NA1/3764026630,412,54,2,61,523,164,876,245,145,117,1
ESPORTSTMNT02/1681785,24,163,875,498,3,164,876,4,21,432,1
NA1/3764037200,80,59,61,135,12,122,163,134,145,875,0
ESPORTSTMNT02/1681790,24,163,13,67,71,164,77,4,21,3,1
7046-9466,58,876,134,523,412,150,80,142,498,111,1
ESPORTSTMNT05/1820477,79,163,777,22,70,150,876,61,523,412,1
7046-9467,266,876,61,135,71,58,62,134,498,497,0
7046-9468,266,876,61,135,71,114,80,134,498,412,1
ESPORTSTMNT05/1820496,266,104,61,135,71,79,163,236,429,12,1
7047-9472,150,163,61,67,12,58,77,3,202,71,0
6951-9471,164,113,58,498,89,266,77,134,202,71,0
ESPORTSTMNT05/1820504,79,876,236,429,12,150,203,112,135,3,1
6951-9474,79,876,777,145,12,58,2,518,498,497,1
7047-9475,58,876,236,21,111,266,163,61,202,875,0
ESPORTSTMNT05/1820513,266,77,61,135,3,84,2,268,498,89,1
6952-9476,85,876,39,145,89,79,2,4,498,71,1
7050-9478,54,76,126,145,497,62,104,7,523,201,1
7049-9477,58,77,61,145,12,164,76,245,202,3,0
6952-9479,79,2,68,498,71,14,203,142,145,12,0
7050-9481,41,104,3,119,412,8,2,266,145,12,1
7049-9480,266,60,517,145,89,114,163,112,18,12,1
ESPORTSTMNT05/1820537,516,80,268,145,59,266,2,4,498,497,0
ESPORTSTMNT05/1820551,58,77,61,21,71,266,120,3,523,201,0
EUW1/5062615512,240,2,112,21,89,58,104,268,145,3,0
ESPORTSTMNT02/1681946,106,163,4,135,12,58,76,3,202,223,1
EUW1/5062616000,266,2,112,21,89,14,104,268,145,71,0
ESPORTSTMNT02/1681978,79,104,61,145,12,164,77,4,498,497,1
ESPORTSTMNT05/1820616,150,77,4,67,201,58,59,13,145,71,1
ESPORTSTMNT02/1682025,126,104,61,523,89,79,77,268,235,3,0
ESPORTSTMNT02/1682063,164,76,777,145,89,54,104,134,498,12,0
ESPORTSTMNT05/1830660,62,163,268,498,71,80,28,39,145,89,0
ESPORTSTMNT02/1682108,62,77,517,145,89,266,120,4,21,79,0
ESPORTSTMNT02/1682174,150,2,134,235,70,126,77,61,21,412,1
ESPORTSTMNT02/1682189,150,2,245,202,12,126,77,268,429,412,1
ESPORTSTMNT02/1682213,266,77,13,21,70,150,876,61,145,71,1
ESPORTSTMNT02/1691991,58,876,777,81,89,106,163,4,523,201,0
NA1/3765993769,79,2,61,135,12,41,104,112,145,89,1
NA1/3766402950,98,77,268,498,70,164,120,115,145,111,0
NA1/3765904251,164,2,68,498,497,24,163,777,145,3,0
NA1/3766123762,80,2,70,202,111,150,76,4,145,412,0
NA1/3766013901,516,104,134,145,71,62,876,245,135,12,0
NA1/3766143750,92,77,142,21,3,62,245,104,235,89,0
NA1/3765993890,164,2,3,67,12,54,163,80,145,44,0
NA1/3766153700,79,2,268,145,70,98,59,777,523,3,0
NA1/3765984174,58,2,4,81,350,516,59,8,235,70,0
NA1/3766154000,150,2,61,235,3,266,163,4,523,412,0
NA1/3766014299,164,876,238,145,143,62,77,134,498,89,1
NA1/3766124302,80,141,142,523,53,98,104,777,235,70,1
NA1/3766204035,24,2,4,145,12,164,77,134,498,3,0
NA1/3766184053,62,2,4,523,80,75,76,112,67,201,1
NA1/3765864934,150,77,4,21,3,79,30,203,235,875,0
NA1/3766124381,516,203,4,523,201,58,76,105,145,89,1
NA1/3766194202,41,104,7,70,89,150,79,777,145,12,1
NA1/3765854943,516,876,157,235,3,266,76,58,70,875,1
NA1/3766154448,150,163,84,235,875,54,77,3,145,12,1
NA1/3766164570,58,2,134,145,12,516,77,517,498,3,0
NA1/3766124901,516,163,134,523,412,58,76,101,202,89,0
NA1/3766194702,79,104,777,70,497,150,876,84,145,12,0
ESPORTSTMNT01/1723398,150,876,142,523,412,164,421,112,21,3,1
ESPORTSTMNT01/1723413,58,76,142,135,70,150,120,112,67,201,1
7051-9482,150,104,3,145,12,67,120,134,498,89,0
ESPORTSTMNT05/1820657,58,2,61,498,412,79,59,134,145,555,0
7051-9483,84,876,126,145,3,62,77,134,135,12,1
7053-9485,150,48,134,145,79,62,77,61,135,12,0
ESPORTSTMNT01/1723480,122,60,134,145,412,150,2,61,498,497,1
ESPORTSTMNT05/1830686,84,2,142,145,80,79,104,134,135,111,1
7053-9486,150,120,134,145,79,266,876,80,523,412,0
6953-9487,126,77,142,145,12,266,2,3,18,111,0
ESPORTSTMNT05/1830693,516,2,61,523,412,266,104,268,235,223,0
7055-9491,58,104,134,67,12,164,876,142,498,875,0
EUW1/5064185188,79,72,61,21,70,75,59,112,67,117,1
6954-9492,266,104,61,145,3,164,2,142,235,89,1
7054-9494,58,163,61,18,89,126,60,268,14,235,0
7055-9493,164,876,142,135,111,114,104,134,145,3,0
ESPORTSTMNT05/1830702,516,120,268,145,12,266,203,61,498,412,1
6954-9495,58,2,142,67,89,79,48,61,135,71,1
EUW1/5064514365,150,2,3,498,70,122,876,777,81,267,1
7054-9496,150,20,777,145,111,79,80,134,18,71,1
7055-9497,79,80,61,135,71,114,76,4,523,111,1
ESPORTSTMNT05/1830712,58,120,134,21,70,266,104,4,145,53,1
ESPORTSTMNT05/1820738,79,104,112,145,111,58,163,157,202,12,0
ESPORTSTMNT02/1682453,58,163,134,202,12,150,77,112,523,412,0
ESPORTSTMNT02/1682497,164,163,13,523,40,875,104,4,135,71,0
ESPORTSTMNT05/1820780,14,203,69,145,12,79,104,61,498,3,1
ESPORTSTMNT05/1820782,516,104,61,523,412,875,76,134,145,111,0
ESPORTSTMNT02/1682530,164,76,777,145,12,58,876,268,135,3,0
ESPORTSTMNT05/1820789,58,876,112,235,412,150,104,61,145,497,1
ESPORTSTMNT02/1682567,126,163,268,21,89,62,76,61,235,57,0
ESPORTSTMNT05/1820801,516,80,61,523,70,14,60,236,145,71,1
ESPORTSTMNT05/1820802,164,163,134,498,12,62,120,105,145,3,1
ESPORTSTMNT02/1682595,516,2,61,202,89,150,104,112,145,3,0
ESPORTSTMNT02/1682684,24,163,3,498,89,164,77,4,145,875,0
ESPORTSTMNT02/1692363,266,77,112,145,12,777,163,115,22,201,0
ESPORTSTMNT02/1682723,43,2,7,235,223,150,77,268,145,53,1
ESPORTSTMNT02/1682742,54,2,142,235,223,41,104,134,523,412,0
ESPORTSTMNT02/1682784,150,163,134,135,71,39,77,4,145,89,1
ESPORTSTMNT02/1682798,41,77,268,135,111,39,163,4,145,89,0
NA1/3768021569,58,163,517,145,89,516,80,4,202,497,0
NA1/3768300784,517,77,777,145,3,516,120,38,67,70,0
NA1/3768021651,58,76,4,202,79,106,163,134,235,223,0
NA1/3768320897,39,120,268,145,70,54,163,777,135,71,1
NA1/3768300875,79,120,134,235,3,58,59,68,498,497,1
NA1/3768231015,114,80,131,145,432,164,107,4,498,497,1
NA1/3768171021,98,163,134,145,111,164,121,245,202,3,1
NA1/3768490610,98,2,142,145,12,266,48,134,498,412,0
ESPORTSTMNT02/1682812,150,163,13,135,875,58,76,777,145,89,1
NA1/3768031921,266,77,18,70,43,78,30,236,235,3,0
NA1/3768301321,266,203,3,21,111,54,104,61,523,412,1
NA1/3768311310,41,56,3,202,412,236,80,134,235,89,1
NA1/3768331263,164,203,61,145,412,79,104,112,135,53,0
NA1/3768161691,98,163,134,145,111,164,121,61,202,12,1
NA1/3768381117,58,203,134,21,412,106,876,777,145,432,0
NA1/3768321441,150,876,4,235,70,54,28,61,135,71,1
NA1/3768421109,58,2,134,235,79,516,104,61,523,70,0
NA1/3768301697,98,2,61,523,497,266,104,43,145,201,0
7056-9498,164,104,142,523,201,24,876,134,202,3,1
7056-9499,58,163,777,523,201,266,56,142,498,12,0
ESPORTSTMNT02/1692556,164,141,3,145,71,266,104,268,523,412,0
7056-9500,24,60,58,135,111,106,163,236,145,3,1
7058-9501,58,876,134,235,223,150,76,61,18,12,1
ESPORTSTMNT02/1692589,82,2,142,135,432,164,104,134,145,111,1
7058-9503,150,2,134,21,70,58,876,245,135,89,0
7057-9502,58,163,112,67,12,516,2,245,523,3,1
6955-9504,266,77,61,235,70,114,2,134,498,79,0
ESPORTSTMNT02/1692594,150,120,4,145,111,68,876,56,135,70,1
7057-9505,58,163,134,135,89,516,30,875,498,3,0
6955-9506,79,77,112,498,12,41,2,61,145,71,1
7060-9507,150,876,61,145,57,58,76,777,498,89,1
7057-9510,39,876,875,67,89,266,76,268,135,12,0
ESPORTSTMNT02/1692605,150,120,142,145,70,164,876,268,498,432,1
7060-9509,58,141,61,202,3,266,876,777,145,57,1
6956-9508,150,80,61,145,875,516,2,134,523,412,0
6956-9511,68,2,61,523,25,126,80,268,110,412,1
7059-9512,516,163,777,202,79,164,2,84,235,12,1
ESPORTSTMNT02/1692624,150,120,4,145,71,58,76,236,498,12,1
6956-9513,150,2,517,135,89,134,80,4,498,12,0
7059-9514,164,76,246,145,3,875,876,157,235,79,0
ESPORTSTMNT02/1692716,150,163,236,498,3,164,77,112,145,412,0
ESPORTSTMNT02/1683002,98,120,134,235,70,58,163,4,81,497,0
ESPORTSTMNT02/1683026,516,876,777,67,89,266,120,69,145,412,0
ESPORTSTMNT02/1683040,80,2,61,498,98,79,113,777,21,89,0
ESPORTSTMNT02/1683084,120,163,26,21,12,516,104,4,523,412,1
ESPORTSTMNT02/1683089,516,104,84,145,70,79,120,61,235,497,1
ESPORTSTMNT02/1692800,58,76,777,145,111,516,2,61,523,412,0
ESPORTSTMNT05/1820882,58,104,112,523,412,54,120,3,498,111,1
ESPORTSTMNT02/1692808,266,2,1,135,89,150,163,61,145,71,0
ESPORTSTMNT02/1683144,516,203,4,202,89,79,104,3,498,497,1
ESPORTSTMNT05/1820890,266,104,112,145,44,58,163,39,498,12,1
ESPORTSTMNT05/1820892,31,20,777,21,3,79,77,39,18,71,1
ESPORTSTMNT02/1683186,106,163,268,202,40,164,120,245,145,71,1
ESPORTSTMNT05/1820910,516,120,61,145,111,14,876,34,235,40,0
ESPORTSTMNT02/1683214,41,876,268,145,3,54,77,61,235,71,0
ESPORTSTMNT02/1683273,266,2,142,135,71,420,104,13,202,3,0
NA1/3768307583,266,79,18,70,12,80,163,4,523,412,0
NA1/3768347084,164,76,142,498,89,80,60,777,235,3,1
NA1/3768367261,79,120,61,145,12,164,104,517,135,3,0
NA1/3768297528,58,76,61,235,875,41,163,18,145,497,0
NA1/3768337077,58,77,61,145,71,516,876,126,235,3,0
NA1/3768098083,62,203,70,523,117,164,2,3,202,79,0
NA1/3768048240,82,80,7,145,70,164,120,4,202,89,1
NA1/3768427188,164,2,134,67,3,58,104,142,145,89,0
NA1/3768308025,266,77,268,523,412,516,2,134,235,111,0
NA1/3768347505,516,203,70,523,3,58,876,777,145,12,1
NA1/3768337434,58,77,61,145,12,516,427,126,235,3,0
NA1/3768268098,79,104,777,145,71,31,77,4,235,12,1
NA1/3768038621,79,104,112,21,3,516,163,236,145,71,1
NA1/3768507446,24,245,54,235,3,164,77,4,81,201,1
NA1/3768298137,98,203,245,145,412,58,104,134,235,89,0
NA1/3768427832,98,141,268,235,70,62,120,777,145,3,1
NA1/3768347903,58,104,61,135,12,164,76,777,145,412,1
NA1/3768358350,517,2,142,81,80,266,50,59,104,516,0
ESPORTSTMNT02/1693111,150,876,134,135,12,85,2,268,21,3,0
ESPORTSTMNT02/1693121,164,876,70,145,89,79,104,134,523,12,0
6957-9515,266,77,268,145,12,58,80,134,498,111,0
ESPORTSTMNT02/1693141,114,876,61,145,79,266,2,134,498,71,0
6957-9516,79,2,134,498,875,58,80,61,67,89,1
ESPORTSTMNT02/1693175,266,2,142,81,111,79,59,875,145,70,1
6958-9517,58,104,3,235,89,150,77,61,145,12,1
ESPORTSTMNT02/1693196,516,2,142,145,12,150,876,777,523,412,1
6958-9518,79,77,268,135,12,164,56,134,67,3,0
ESPORTSTMNT02/1693300,79,76,777,235,89,517,80,61,145,12,1
ESPORTSTMNT02/1683589,14,30,268,523,412,875,120,13,202,111,1
ESPORTSTMNT02/1683590,164,163,4,523,89,98,77,61,145,117,1
ESPORTSTMNT02/1693334,150,76,875,145,89,266,104,112,202,12,0
ESPORTSTMNT05/1820981,150,104,268,498,70,875,120,61,202,3,0
ESPORTSTMNT02/1693351,164,80,245,235,43,41,104,13,523,412,1
ESPORTSTMNT02/1683639,875,113,61,235,70,164,104,134,81,12,1
ESPORTSTMNT02/1683643,62,77,142,202,79,266,104,134,235,111,0
ESPORTSTMNT02/1683686,24,163,3,202,89,164,59,4,145,70,0
ESPORTSTMNT05/1821028,164,104,4,135,71,516,876,236,21,40,0
ESPORTSTMNT02/1693420,150,80,4,145,412,266,120,61,498,70,0
ESPORTSTMNT02/1683693,62,104,112,70,71,266,876,134,145,89,1
ESPORTSTMNT02/1693426,58,77,61,145,57,79,104,112,498,497,0
ESPORTSTMNT02/1683760,62,120,70,145,3,875,163,61,498,89,1
ESPORTSTMNT05/1821041,54,2,61,235,79,150,80,517,523,12,0
ESPORTSTMNT02/1693500,106,2,70,135,71,79,76,236,145,3,0
ESPORTSTMNT02/1683832,62,163,126,70,111,266,121,13,145,89,0
ESPORTSTMNT05/1821050,266,77,70,235,111,62,80,34,202,3,0
ESPORTSTMNT02/1683836,150,2,142,145,71,41,77,34,235,875,0
ESPORTSTMNT02/1683972,164,76,112,523,497,31,120,70,235,412,1
NA1/3770433988,98,120,136,145,89,58,77,42,498,3,0
NA1/3770154850,58,77,4,498,12,164,56,61,145,432,1
NA1/3770524244,62,77,134,145,412,98,120,112,523,201,0
NA1/3770224991,164,77,268,235,875,82,120,50,145,79,0
NA1/3770365196,106,120,3,21,12,58,163,134,81,98,0
ESPORTSTMNT02/1684151,150,876,268,145,89,58,77,112,498,412,0
7061-9519,164,876,142,145,71,150,77,61,202,12,1
7061-9520,164,2,142,498,497,266,48,134,3,21,0
7063-9522,85,76,875,135,111,266,77,268,18,80,1
7062-9521,41,266,134,145,89,150,2,142,202,71,1
ESPORTSTMNT02/1684220,58,76,875,145,71,126,77,4,498,412,0
7063-9523,58,76,268,18,12,150,60,245,135,875,1
7062-9524,2,876,777,135,71,58,104,142,498,875,0
6959-9525,79,77,61,498,12,164,113,134,145,89,1
7063-9526,266,77,70,18,71,126,48,4,135,3,0
ESPORTSTMNT02/1684227,79,2,61,67,89,516,77,134,145,70,0
6959-9527,58,113,268,498,89,150,77,61,145,71,1
ESPORTSTMNT02/1684244,58,2,268,145,59,106,77,134,498,497,1
6959-9530,79,104,61,145,875,150,2,268,498,71,1
6960-9534,164,876,142,523,412,516,104,61,135,89,0
ESPORTSTMNT02/1684282,150,36,134,145,875,58,76,61,523,89,1
6960-9535,517,2,142,498,89,150,80,61,81,875,1
ESPORTSTMNT02/1684302,58,76,61,145,875,106,2,134,523,412,1
ESPORTSTMNT02/1684400,62,120,142,235,79,266,163,112,202,71,1
ESPORTSTMNT02/1684408,150,80,134,145,71,6,77,70,235,89,0
ESPORTSTMNT02/1694095,14,2,3,115,22,41,104,4,112,235,1
ESPORTSTMNT02/1694135,82,77,18,145,12,78,2,61,235,71,0
ESPORTSTMNT05/1821203,150,80,61,16,12,58,77,84,202,89,1
ESPORTSTMNT05/1831159,98,876,134,67,201,58,2,245,145,89,1
ESPORTSTMNT02/1684500,79,77,39,145,12,516,104,134,202,71,0
ESPORTSTMNT02/1694138,79,80,61,145,71,41,876,134,498,12,0
ESPORTSTMNT02/1694163,58,120,268,235,70,79,77,56,523,412,1
ESPORTSTMNT02/1694185,516,2,4,145,70,164,104,3,523,412,0
ESPORTSTMNT05/1821241,266,104,4,22,412,122,77,268,235,875,1
ESPORTSTMNT05/1831190,41,2,3,202,412,150,104,134,29,89,0
ESPORTSTMNT02/1684553,150,77,142,523,412,62,876,236,145,111,0
ESPORTSTMNT02/1694233,266,76,7,145,53,516,876,236,235,70,0
ESPORTSTMNT05/1831195,266,77,84,145,12,41,2,268,498,89,1
ESPORTSTMNT05/1831197,516,77,112,145,111,150,163,4,523,412,1
ESPORTSTMNT05/1821245,62,2,268,498,89,150,77,142,145,12,0
ESPORTSTMNT02/1694276,150,77,61,21,89,41,2,268,429,412,1
ESPORTSTMNT02/1694288,516,120,875,145,111,517,80,112,523,412,1
ESPORTSTMNT05/1821251,79,121,4,21,89,58,59,142,145,71,0
ESPORTSTMNT02/1694314,58,120,142,70,432,79,77,236,235,71,0
ESPORTSTMNT02/1694326,266,80,134,523,71,516,104,268,145,3,1
ESPORTSTMNT02/1694367,85,120,39,70,111,41,77,4,81,432,1
ESPORTSTMNT02/1694423,150,163,142,235,111,126,120,61,145,70,1
ESPORTSTMNT02/1684759,266,77,61,145,555,516,2,13,235,25,0
ESPORTSTMNT02/1694468,150,77,268,498,497,117,2,777,145,71,1
ESPORTSTMNT02/1684850,164,163,16,69,78,36,104,61,135,89,1
ESPORTSTMNT05/1831202,58,2,112,498,71,516,876,61,145,12,0
7067-9538,58,163,777,67,89,164,76,3,145,12,1
7068-9539,62,2,4,18,71,79,77,142,523,89,0
ESPORTSTMNT05/1831219,150,163,79,145,98,164,80,4,96,412,0
7067-9540,164,2,3,498,89,114,80,61,145,71,1
7068-9542,122,2,142,18,71,79,77,7,523,412,0
7067-9543,58,76,61,202,89,266,876,134,145,111,1
ESPORTSTMNT05/1831232,79,77,61,145,12,58,80,134,135,497,0
7070-9545,126,76,777,498,412,236,77,61,202,89,0
ESPORTSTMNT05/1831251,516,104,61,145,497,266,77,70,498,71,0
6962-9546,41,876,58,202,71,516,163,875,429,12,0
7070-9547,150,104,268,145,875,126,2,61,18,71,0
7069-9548,41,2,61,523,412,150,104,134,145,3,0
6962-9549,150,77,268,18,79,164,76,58,135,71,1
7070-9551,126,163,134,202,89,150,876,236,21,12,1
7069-9550,79,80,112,18,3,58,876,777,523,201,0
ESPORTSTMNT05/1831267,58,77,142,135,71,14,104,61,145,497,0
7069-9552,150,2,112,145,875,58,80,61,523,201,1
ESPORTSTMNT05/1831273,14,2,70,429,71,43,80,61,523,412,0
ESPORTSTMNT05/1821330,58,30,236,51,25,14,120,61,21,3,0
ESPORTSTMNT05/1821344,98,120,268,145,70,164,876,112,21,53,1
ESPORTSTMNT02/1694749,58,876,134,235,412,106,56,4,145,111,1
ESPORTSTMNT02/1694753,79,203,134,135,71,150,876,245,498,497,1
ESPORTSTMNT05/1821361,58,2,4,498,201,106,163,268,145,89,1
ESPORTSTMNT05/1821362,516,60,236,70,43,266,77,134,235,111,1
ESPORTSTMNT05/1831335,62,80,61,145,12,150,2,268,235,89,0
ESPORTSTMNT05/1831336,24,76,268,135,12,266,77,84,202,89,0
ESPORTSTMNT02/1694781,54,77,777,523,79,164,120,13,145,12,1
ESPORTSTMNT02/1685160,516,77,61,145,71,58,120,112,235,12,0
ESPORTSTMNT02/1694795,266,104,4,145,71,79,80,142,235,12,1
ESPORTSTMNT02/1694811,106,2,134,235,497,58,76,3,498,79,0
ESPORTSTMNT02/1685190,58,76,134,145,89,516,163,56,523,412,1
ESPORTSTMNT05/1831362,41,2,61,145,89,79,104,268,21,3,1
ESPORTSTMNT05/1831364,266,56,268,145,3,62,79,157,235,89,0
ESPORTSTMNT02/1694828,58,120,112,145,12,54,80,61,202,79,1
ESPORTSTMNT05/1821403,41,104,7,145,71,79,72,157,202,89,0
ESPORTSTMNT05/1831377,79,2,142,22,12,58,76,112,145,89,0
ESPORTSTMNT02/1685229,164,77,112,81,3,150,104,61,67,235,1
ESPORTSTMNT02/1694863,79,120,134,145,12,31,876,777,135,71,0
ESPORTSTMNT02/1694866,164,2,112,202,57,14,77,61,235,89,0
ESPORTSTMNT02/1685282,516,2,134,235,111,106,163,43,523,412,0
ESPORTSTMNT02/1685295,126,77,268,145,875,516,2,112,498,71,0
ESPORTSTMNT05/1831399,79,104,4,22,201,82,120,142,145,71,0
ESPORTSTMNT02/1694931,85,80,61,202,412,266,2,134,523,111,0
ESPORTSTMNT02/1694934,54,120,142,135,71,266,104,70,67,12,0
ESPORTSTMNT05/1831400,79,104,112,498,497,266,876,236,235,432,1
ESPORTSTMNT02/1694949,875,104,84,70,79,266,80,13,145,111,0
ESPORTSTMNT02/1685357,164,163,3,235,57,58,245,4,21,71,1
ESPORTSTMNT02/1685388,150,80,61,523,412,126,163,4,135,71,0
NA1/3772069438,39,77,70,202,71,41,2,777,145,3,0
ESPORTSTMNT02/1685446,164,120,61,235,111,114,163,777,81,3,0
ESPORTSTMNT02/1685449,266,77,112,498,71,58,876,777,145,12,0
NA1/3772069726,43,104,13,202,71,150,76,3,145,412,0
ESPORTSTMNT02/1685468,79,104,142,145,111,150,876,777,235,89,1
7071-9553,58,60,236,18,71,164,76,3,523,412,1
7071-9554,114,30,142,201,67,266,80,61,145,497,1
ESPORTSTMNT05/1831428,150,77,268,145,111,105,80,134,498,71,1
7073-9556,150,2,70,145,111,62,80,61,81,12,0
ESPORTSTMNT05/1831435,14,104,13,145,12,58,76,268,135,71,0
7073-9557,266,77,70,145,3,62,80,142,18,89,0
6963-9558,58,163,268,67,71,516,876,80,145,412,0
ESPORTSTMNT05/1831437,164,2,134,523,111,79,203,268,145,70,0
7075-9561,41,876,875,145,71,150,80,134,235,223,0
6963-9562,164,77,61,145,12,79,2,142,523,412,1
7075-9563,68,876,126,498,89,41,104,142,235,223,1
7074-9564,164,113,39,145,79,78,80,142,498,12,1
ESPORTSTMNT05/1831456,150,76,112,145,497,80,77,61,523,71,1
6964-9565,79,2,61,145,12,266,77,112,498,71,0
7074-9566,150,80,142,498,412,62,113,39,145,71,1
6964-9567,79,2,134,145,12,266,77,268,498,71,0
7074-9568,78,80,7,145,12,122,64,142,135,71,0
ESPORTSTMNT05/1821461,516,80,105,145,412,266,76,4,202,111,0
ESPORTSTMNT05/1821469,266,2,3,498,43,516,163,67,145,201,1
ESPORTSTMNT05/1821476,62,80,112,145,3,39,77,777,235,70,1
ESPORTSTMNT05/1821507,62,2,268,523,412,54,77,70,202,25,1
ESPORTSTMNT05/1821519,133,163,13,202,111,58,59,4,429,412,0
ESPORTSTMNT05/1831534,150,80,61,135,71,58,77,268,145,497,1
ESPORTSTMNT02/1695436,58,163,134,498,412,150,64,245,145,89,0
ESPORTSTMNT02/1685817,41,163,134,21,12,164,120,61,70,71,1
ESPORTSTMNT02/1695480,41,876,43,145,57,14,104,142,202,12,1
ESPORTSTMNT02/1685894,150,77,268,498,497,164,2,61,523,12,1
NA1/3773995802,58,104,517,145,70,164,76,92,21,432,1
ESPORTSTMNT02/1685926,164,77,134,145,89,24,163,268,21,3,1
NA1/3773996212,266,59,61,145,71,516,203,8,135,89,0
