gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT06/1730615,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730615?gameHash=4eeef7e87c7c7bae,MSI,2021,,0,2021-05-11 14:02:39,1,11.09,7,Red,jng,SolidSnake,Infinity Esports,Volibear,Renekton,Rumble,Morgana,Ryze,Sett,1606,0,2,3,4,6,19,0,0,0,0,0,0,0,0,0.2242,0.9340,,,,,,,,,,,,,,,,,,,,,,,,0,0,7186,268.4682,0.18533,889.1283,934.5579,13,0.4857,10,0.3736,11,32,1.1955,8315,4763,177.9452,0.189723,7975,,140,24,116,79,4,5.2304,3363,3503,62,3390,3737,72,-27,-234,-10,1,0,0,0,1,1,4562,4954,91,5490,6058,111,-928,-1104,-20,1,0,0,1,1,1
ESPORTSTMNT06/1730615,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730615?gameHash=4eeef7e87c7c7bae,MSI,2021,,0,2021-05-11 14:02:39,1,11.09,8,Red,mid,cody,Infinity Esports,Syndra,Renekton,Rumble,Morgana,Ryze,Sett,1606,0,1,5,3,6,19,0,0,0,0,0,0,0,0,0.2242,0.9340,,,,,,,,,,,,,,,,,,,,,,,,0,1,14043,524.6451,0.362176,498.1196,275.3798,17,0.6351,2,0.0747,11,30,1.1208,9197,5645,210.8966,0.224855,8725,,216,207,9,8,0,8.0697,3067,4390,79,3298,5065,90,-231,-675,-11,0,0,0,0,0,0,4757,6937,130,5078,7665,140,-321,-728,-10,0,0,0,0,1,0
ESPORTSTMNT06/1730615,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730615?gameHash=4eeef7e87c7c7bae,MSI,2021,,0,2021-05-11 14:02:39,1,11.09,9,Red,bot,WhiteLotus,Infinity Esports,Kai'Sa,Renekton,Rumble,Morgana,Ryze,Sett,1606,0,0,3,2,6,19,0,0,0,0,0,0,0,0,0.2242,0.9340,,,,,,,,,,,,,,,,,,,,,,,,0,0,6587,246.0897,0.169882,353.2752,264.9938,21,0.7846,11,0.4110,2,35,1.3076,10066,6514,243.3624,0.259468,9650,,280,280,0,0,0,10.4608,3384,3321,94,3250,2830,87,134,491,7,0,0,0,0,0,0,5278,5440,152,5543,5840,157,-265,-400,-5,0,0,0,0,0,0
ESPORTSTMNT06/1730615,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730615?gameHash=4eeef7e87c7c7bae,MSI,2021,,0,2021-05-11 14:02:39,1,11.09,10,Red,sup,Ackerman,Infinity Esports,Nautilus,Renekton,Rumble,Morgana,Ryze,Sett,1606,0,0,3,3,6,19,0,0,0,0,0,0,0,0,0.2242,0.9340,,,,,,,,,,,,,,,,,,,,,,,,0,1,3427,128.0324,0.088384,318.1196,554.9440,35,1.3076,6,0.2242,11,52,1.9427,5170,1618,60.4483,0.0644536,5075,,33,33,0,0,0,1.2329,2072,2807,15,2163,2890,15,-91,-83,0,0,0,0,0,0,0,3153,4083,25,3401,4249,28,-248,-166,-3,0,0,0,0,0,0
ESPORTSTMNT06/1730615,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730615?gameHash=4eeef7e87c7c7bae,MSI,2021,,0,2021-05-11 14:02:39,1,11.09,100,Blue,team,,DetonatioN FocusMe,,Thresh,Xayah,Zoe,Sylas,Viktor,1606,1,19,6,42,19,6,3,1,0,0,1,,,,0.7098,0.9340,0,1,2,1,2,0,1,0,0,,0,0,1,2,0,1,1,0,1,11,1,1,1,3,0,51964,1941.3699,,2630.5853,2191.0087,83,3.1009,49,1.8306,38,211,7.8829,54284,36525,1364.5704,,51635,0.257021,,704,214,121,35,34.2964,15769,19385,349,15018,18325,322,751,1060,27,1,1,1,1,1,1,25324,30871,557,22604,28429,527,2720,2442,30,2,3,1,1,1,2
ESPORTSTMNT06/1730615,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730615?gameHash=4eeef7e87c7c7bae,MSI,2021,,0,2021-05-11 14:02:39,1,11.09,200,Red,team,,Infinity Esports,,Renekton,Rumble,Morgana,Ryze,Sett,1606,0,6,19,14,6,19,0,0,0,0,0,,,,0.2242,0.9340,1,2,1,2,1,1,0,1,0,,0,0,0,0,2,0,0,1,0,1,11,0,0,0,3,38774,1448.5928,,2802.1046,2746.8867,95,3.5492,32,1.1955,39,161,6.0149,42865,25106,937.9577,,39875,-0.257021,,745,145,105,4,33.2503,15018,18325,322,15769,19385,349,-751,-1060,-27,1,1,1,1,1,1,22604,28429,527,25324,30871,557,-2720,-2442,-30,1,1,2,2,3,1
ESPORTSTMNT06/1730621,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730621?gameHash=2a90ad0c37c1a543,MSI,2021,,0,2021-05-11 14:56:23,1,11.09,1,Blue,top,Khan,DWG KIA,Gnar,Thresh,Lee Sin,Morgana,Lucian,Nocturne,2218,1,5,1,9,17,9,0,0,0,0,1,0,1,0,0.4599,0.7033,,,,,,,,,,,,,,,,,,,,,,,,1,0,19516,527.9351,0.290119,679.1794,750.5410,16,0.4328,20,0.5410,11,52,1.4067,16640,11840,320.2885,0.248053,15525,,334,307,27,16,11,9.0352,3447,4820,80,2967,3969,69,480,851,11,1,1,0,0,0,2,5405,7886,129,4883,6895,121,522,991,8,1,2,1,0,1,2
ESPORTSTMNT06/1730621,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730621?gameHash=2a90ad0c37c1a543,MSI,2021,,0,2021-05-11 14:56:23,1,11.09,2,Blue,jng,Canyon,DWG KIA,Udyr,Thresh,Lee Sin,Morgana,Lucian,Nocturne,2218,1,1,2,8,17,9,0,0,0,0,1,0,1,0,0.4599,0.7033,,,,,,,,,,,,,,,,,,,,,,,,0,0,4856,131.3616,0.0721878,841.8124,1075.7259,16,0.4328,25,0.6763,12,67,1.8124,12466,7666,207.3760,0.160604,13330,,258,33,225,134,21,6.9793,3453,4114,76,3450,4199,82,3,-85,-6,0,2,0,0,1,0,5335,6610,122,4869,5733,104,466,877,18,0,3,0,1,1,1
ESPORTSTMNT06/1730621,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730621?gameHash=2a90ad0c37c1a543,MSI,2021,,0,2021-05-11 14:56:23,1,11.09,3,Blue,mid,ShowMaker,DWG KIA,Orianna,Thresh,Lee Sin,Morgana,Lucian,Nocturne,2218,1,5,0,7,17,9,0,0,0,0,1,0,1,0,0.4599,0.7033,,,,,,,,,,,,,,,,,,,,,,,,0,0,20250,547.7908,0.30103,235.0496,171.6141,16,0.4328,15,0.4058,3,65,1.7583,16638,11838,320.2344,0.248011,15775,,372,330,42,24,9,10.0631,3540,5043,99,3348,4821,94,192,222,5,0,1,0,0,0,0,6125,8382,162,4985,7733,145,1140,649,17,1,1,0,0,0,0
ESPORTSTMNT06/1730621,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730621?gameHash=2a90ad0c37c1a543,MSI,2021,,0,2021-05-11 14:56:23,1,11.09,4,Blue,bot,Ghost,DWG KIA,Kai'Sa,Thresh,Lee Sin,Morgana,Lucian,Nocturne,2218,1,4,2,5,17,9,1,1,0,0,0,0,0,0,0.4599,0.7033,,,,,,,,,,,,,,,,,,,,,,,,3,0,17064,461.6050,0.253668,390.2705,300.9739,31,0.8386,9,0.2435,5,50,1.3526,17053,12253,331.4608,0.256706,15375,,359,327,32,5,20,9.7115,3257,3269,86,3428,3328,80,-171,-59,6,0,0,0,1,0,0,5080,5528,142,5302,5231,127,-222,297,15,0,0,0,1,0,0
ESPORTSTMNT06/1730621,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730621?gameHash=2a90ad0c37c1a543,MSI,2021,,0,2021-05-11 14:56:23,1,11.09,5,Blue,sup,BeryL,DWG KIA,Rell,Thresh,Lee Sin,Morgana,Lucian,Nocturne,2218,1,2,4,6,17,9,0,0,0,0,1,1,0,0,0.4599,0.7033,,,,,,,,,,,,,,,,,,,,,,,,0,0,5583,151.0280,0.0829951,453.9225,549.5221,59,1.5960,17,0.4599,18,111,3.0027,8935,4135,111.8575,0.0866257,7750,,48,48,0,0,0,1.2985,2460,2461,13,2066,2755,12,394,-294,1,1,0,1,0,1,0,3457,3449,23,3282,4138,24,175,-689,-1,1,0,1,0,1,0
ESPORTSTMNT06/1730621,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730621?gameHash=2a90ad0c37c1a543,MSI,2021,,0,2021-05-11 14:56:23,1,11.09,6,Red,top,Buggax,Infinity Esports,Jayce,Senna,Varus,Renekton,Leona,Sett,2218,0,1,6,4,9,17,0,0,0,0,0,0,0,1,0.2435,0.7033,,,,,,,,,,,,,,,,,,,,,,,,0,1,19625,530.8837,0.319584,591.1271,475.7800,11,0.2976,7,0.1894,2,22,0.5951,13267,8467,229.0442,0.229995,13350,,304,271,33,31,0,8.2236,2967,3969,69,3447,4820,80,-480,-851,-11,0,0,2,1,1,0,4883,6895,121,5405,7886,129,-522,-991,-8,0,1,2,1,2,1
ESPORTSTMNT06/1730621,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730621?gameHash=2a90ad0c37c1a543,MSI,2021,,0,2021-05-11 14:56:23,1,11.09,7,Red,jng,SolidSnake,Infinity Esports,Rumble,Senna,Varus,Renekton,Leona,Sett,2218,0,3,5,4,9,17,0,0,0,0,0,0,0,0,0.2435,0.7033,,,,,,,,,,,,,,,,,,,,,,,,0,0,11604,313.9044,0.188966,730.3877,634.5446,10,0.2705,10,0.2705,10,39,1.0550,11320,6520,176.3751,0.177106,10650,,197,51,146,108,0,5.3291,3450,4199,82,3453,4114,76,-3,85,6,0,1,0,0,2,0,4869,5733,104,5335,6610,122,-466,-877,-18,1,1,1,0,3,0
ESPORTSTMNT06/1730621,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730621?gameHash=2a90ad0c37c1a543,MSI,2021,,0,2021-05-11 14:56:23,1,11.09,8,Red,mid,cody,Infinity Esports,Zoe,Senna,Varus,Renekton,Leona,Sett,2218,0,2,2,1,9,17,0,0,0,0,0,0,0,0,0.2435,0.7033,,,,,,,,,,,,,,,,,,,,,,,,0,0,11907,322.1010,0.1939,411.3436,202.1821,28,0.7574,8,0.2164,17,46,1.2444,12172,7372,199.4229,0.20025,11875,,281,273,8,4,0,7.6014,3348,4821,94,3540,5043,99,-192,-222,-5,0,0,0,0,1,0,4985,7733,145,6125,8382,162,-1140,-649,-17,0,0,0,1,1,0
ESPORTSTMNT06/1730621,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730621?gameHash=2a90ad0c37c1a543,MSI,2021,,0,2021-05-11 14:56:23,1,11.09,9,Red,bot,WhiteLotus,Infinity Esports,Tristana,Senna,Varus,Renekton,Leona,Sett,2218,0,2,2,3,9,17,0,0,0,0,0,0,0,0,0.2435,0.7033,,,,,,,,,,,,,,,,,,,,,,,,0,3,13831,374.1479,0.225231,431.6862,211.2985,49,1.3255,28,0.7574,9,98,2.6510,16061,11261,304.6258,0.305894,15425,,374,350,24,16,8,10.1172,3428,3328,80,3257,3269,86,171,59,-6,1,0,0,0,0,0,5302,5231,127,5080,5528,142,222,-297,-15,1,0,0,0,0,0
ESPORTSTMNT06/1730621,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730621?gameHash=2a90ad0c37c1a543,MSI,2021,,0,2021-05-11 14:56:23,1,11.09,10,Red,sup,Ackerman,Infinity Esports,Nautilus,Senna,Varus,Renekton,Leona,Sett,2218,0,1,2,4,9,17,0,0,0,0,0,0,0,0,0.2435,0.7033,,,,,,,,,,,,,,,,,,,,,,,,0,0,4441,120.1353,0.0723196,345.9062,700.8206,54,1.4608,15,0.4058,17,102,2.7592,7994,3194,86.4022,0.0867556,7275,,39,39,0,0,0,1.0550,2066,2755,12,2460,2461,13,-394,294,-1,0,1,0,1,0,1,3282,4138,24,3457,3449,23,-175,689,1,0,1,0,1,0,1
ESPORTSTMNT06/1730621,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730621?gameHash=2a90ad0c37c1a543,MSI,2021,,0,2021-05-11 14:56:23,1,11.09,100,Blue,team,,DWG KIA,,Thresh,Lee Sin,Morgana,Lucian,Nocturne,2218,1,17,9,35,17,9,1,1,0,0,1,,,,0.4599,0.7033,1,4,1,4,1,1,2,0,1,,0,0,1,1,1,0,1,1,1,11,3,1,1,4,0,67269,1819.7205,,2600.2344,2848.3769,138,3.7331,86,2.3264,49,345,9.3327,71732,47730,1291.1632,,67755,0.145334,,1045,326,179,61,37.0875,16157,19707,354,15259,19072,337,898,635,17,2,4,1,1,2,2,25402,31855,578,23321,29730,521,2081,2125,57,3,6,2,2,3,3
ESPORTSTMNT06/1730621,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730621?gameHash=2a90ad0c37c1a543,MSI,2021,,0,2021-05-11 14:56:23,1,11.09,200,Red,team,,Infinity Esports,,Senna,Varus,Renekton,Leona,Sett,2218,0,9,17,16,9,17,0,0,0,0,0,,,,0.2435,0.7033,0,1,4,1,4,0,1,0,0,,0,0,0,1,1,1,1,1,0,3,11,0,0,0,4,61408,1661.1722,,2510.4509,2224.6258,152,4.1118,68,1.8395,55,307,8.3048,60814,36812,995.8161,,58575,-0.145334,,984,211,159,8,32.3264,15259,19072,337,16157,19707,354,-898,-635,-17,1,2,2,2,4,1,23321,29730,521,25402,31855,578,-2081,-2125,-57,2,3,3,3,6,2
ESPORTSTMNT06/1730628,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730628?gameHash=bb52b25966ba92b8,MSI,2021,,0,2021-05-11 15:57:51,1,11.09,1,Blue,top,Fudge,Cloud9,Sion,Gnar,Urgot,Udyr,Nocturne,Jayce,1860,1,0,2,12,15,6,0,0,0,0,0,0,0,0,0.4839,0.6774,,,,,,,,,,,,,,,,,,,,,,,,0,0,7755,250.1613,0.160729,490.1935,1032.0000,21,0.6774,2,0.0645,14,31,1.0000,11325,7255,234.0323,0.182071,10900,,232,216,16,3,4,7.4839,3179,4608,68,2627,3777,53,552,831,15,0,2,1,0,1,1,4718,6871,112,4621,6257,103,97,614,9,0,2,1,0,1,1
ESPORTSTMNT06/1730628,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730628?gameHash=bb52b25966ba92b8,MSI,2021,,0,2021-05-11 15:57:51,1,11.09,2,Blue,jng,Blaber,Cloud9,Morgana,Gnar,Urgot,Udyr,Nocturne,Jayce,1860,1,4,2,5,15,6,0,0,0,0,0,0,0,1,0.4839,0.6774,,,,,,,,,,,,,,,,,,,,,,,,0,0,10587,341.5161,0.219424,663.8710,431.8065,10,0.3226,15,0.4839,10,53,1.7097,11759,7689,248.0323,0.192963,10900,,229,26,203,136,15,7.3871,3575,4096,77,3287,3301,57,288,795,20,1,0,1,1,1,1,5489,6480,120,4735,5529,95,754,951,25,1,0,1,1,1,1
ESPORTSTMNT06/1730628,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730628?gameHash=bb52b25966ba92b8,MSI,2021,,0,2021-05-11 15:57:51,1,11.09,3,Blue,mid,Perkz,Cloud9,Yone,Gnar,Urgot,Udyr,Nocturne,Jayce,1860,1,5,2,4,15,6,0,0,0,0,0,0,0,0,0.4839,0.6774,,,,,,,,,,,,,,,,,,,,,,,,0,0,16491,531.9677,0.341789,490.0645,722.2258,13,0.4194,17,0.5484,6,42,1.3548,14590,10520,339.3548,0.26401,13600,,338,295,43,17,8,10.9032,3772,4902,94,3928,4720,99,-156,182,-5,1,1,0,1,1,0,5965,7911,156,5965,8023,166,0,-112,-10,1,1,0,1,1,0
ESPORTSTMNT06/1730628,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730628?gameHash=bb52b25966ba92b8,MSI,2021,,0,2021-05-11 15:57:51,1,11.09,4,Blue,bot,Zven,Cloud9,Kai'Sa,Gnar,Urgot,Udyr,Nocturne,Jayce,1860,1,6,0,1,15,6,2,1,0,0,0,0,0,0,0.4839,0.6774,,,,,,,,,,,,,,,,,,,,,,,,1,0,10602,342.0000,0.219735,312.7419,256.6129,10,0.3226,18,0.5806,3,42,1.3548,15148,11078,357.3548,0.278013,13475,,336,304,32,8,13,10.8387,3310,3396,90,3290,3627,87,20,-231,3,0,0,0,0,0,0,5177,5702,146,5393,6246,147,-216,-544,-1,0,0,0,0,0,0
ESPORTSTMNT06/1730628,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730628?gameHash=bb52b25966ba92b8,MSI,2021,,0,2021-05-11 15:57:51,1,11.09,5,Blue,sup,Vulcan,Cloud9,Nautilus,Gnar,Urgot,Udyr,Nocturne,Jayce,1860,1,0,0,8,15,6,0,0,0,0,0,0,0,0,0.4839,0.6774,,,,,,,,,,,,,,,,,,,,,,,,0,0,2814,90.7742,0.0583225,122.4839,357.1935,53,1.7097,16,0.5161,16,96,3.0968,7375,3305,106.6129,0.0829423,6580,,43,43,0,0,0,1.3871,2198,2653,18,2101,2167,14,97,486,4,0,0,0,0,0,0,3326,3754,29,3004,3052,20,322,702,9,0,0,0,0,0,0
ESPORTSTMNT06/1730628,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730628?gameHash=bb52b25966ba92b8,MSI,2021,,0,2021-05-11 15:57:51,1,11.09,6,Red,top,Evi,DetonatioN FocusMe,Sett,Senna,Lee Sin,Renekton,Sylas,Lucian,1860,0,1,5,3,6,15,0,0,0,0,0,0,0,0,0.1935,0.6774,,,,,,,,,,,,,,,,,,,,,,,,0,0,8183,263.9677,0.246669,673.1935,696.3548,8,0.2581,8,0.2581,5,31,1.0000,9726,5656,182.4516,0.192834,9450,,193,184,9,5,0,6.2258,2627,3777,53,3179,4608,68,-552,-831,-15,0,1,1,0,2,1,4621,6257,103,4718,6871,112,-97,-614,-9,0,1,1,0,2,1
ESPORTSTMNT06/1730628,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730628?gameHash=bb52b25966ba92b8,MSI,2021,,0,2021-05-11 15:57:51,1,11.09,7,Red,jng,Steal,DetonatioN FocusMe,Rumble,Senna,Lee Sin,Renekton,Sylas,Lucian,1860,0,2,4,4,6,15,0,0,0,0,1,0,1,0,0.1935,0.6774,,,,,,,,,,,,,,,,,,,,,,,,0,0,8177,263.7742,0.246488,672.5161,550.8065,27,0.8710,9,0.2903,9,50,1.6129,9392,5322,171.6774,0.181446,9225,,159,27,132,107,6,5.1290,3287,3301,57,3575,4096,77,-288,-795,-20,1,1,1,1,0,1,4735,5529,95,5489,6480,120,-754,-951,-25,1,1,1,1,0,1
ESPORTSTMNT06/1730628,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730628?gameHash=bb52b25966ba92b8,MSI,2021,,0,2021-05-11 15:57:51,1,11.09,8,Red,mid,Aria,DetonatioN FocusMe,Zoe,Senna,Lee Sin,Renekton,Sylas,Lucian,1860,0,2,1,2,6,15,0,0,0,0,1,1,0,0,0.1935,0.6774,,,,,,,,,,,,,,,,,,,,,,,,0,0,9517,307.0000,0.286881,341.3548,173.6774,10,0.3226,5,0.1613,7,25,0.8065,12402,8332,268.7742,0.284068,12475,,310,302,8,8,0,10.0000,3928,4720,99,3772,4902,94,156,-182,5,1,1,0,1,1,0,5965,8023,166,5965,7911,156,0,112,10,1,1,0,1,1,0
ESPORTSTMNT06/1730628,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730628?gameHash=bb52b25966ba92b8,MSI,2021,,0,2021-05-11 15:57:51,1,11.09,9,Red,bot,Yutapon,DetonatioN FocusMe,Tristana,Senna,Lee Sin,Renekton,Sylas,Lucian,1860,0,1,1,0,6,15,0,0,0,0,0,0,0,0,0.1935,0.6774,,,,,,,,,,,,,,,,,,,,,,,,0,1,6723,216.8710,0.202659,257.2581,162.1290,23,0.7419,13,0.4194,4,40,1.2903,12406,8336,268.9032,0.284204,12050,,319,296,23,19,0,10.2903,3290,3627,87,3310,3396,90,-20,231,-3,0,0,0,0,0,0,5393,6246,147,5177,5702,146,216,544,1,0,0,0,0,0,0
ESPORTSTMNT06/1730628,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730628?gameHash=bb52b25966ba92b8,MSI,2021,,0,2021-05-11 15:57:51,1,11.09,10,Red,sup,Kazu,DetonatioN FocusMe,Alistar,Senna,Lee Sin,Renekton,Sylas,Lucian,1860,0,0,4,0,6,15,0,0,0,0,0,0,0,0,0.1935,0.6774,,,,,,,,,,,,,,,,,,,,,,,,0,0,574,18.5161,0.0173027,454.1935,520.3226,48,1.5484,11,0.3548,19,73,2.3548,5755,1685,54.3548,0.0574478,5425,,32,32,0,0,0,1.0323,2101,2167,14,2198,2653,18,-97,-486,-4,0,0,0,0,0,0,3004,3052,20,3326,3754,29,-322,-702,-9,0,0,0,0,0,0
ESPORTSTMNT06/1730628,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730628?gameHash=bb52b25966ba92b8,MSI,2021,,0,2021-05-11 15:57:51,1,11.09,100,Blue,team,,Cloud9,,Gnar,Urgot,Udyr,Nocturne,Jayce,1860,1,15,6,30,15,6,2,1,0,0,0,,,,0.4839,0.6774,1,4,0,4,0,1,2,1,0,,0,0,1,2,0,1,1,0,1,9,2,1,1,1,0,48249,1556.4194,,2079.3548,2799.8387,107,3.4516,68,2.1935,49,264,8.5161,60197,39847,1285.3871,,55455,0.131245,,884,294,164,40,38.0000,16034,19655,347,15233,17592,310,801,2063,37,2,3,2,2,3,2,24675,30718,563,23718,29107,531,957,1611,32,2,3,2,2,3,2
ESPORTSTMNT06/1730628,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730628?gameHash=bb52b25966ba92b8,MSI,2021,,0,2021-05-11 15:57:51,1,11.09,200,Red,team,,DetonatioN FocusMe,,Senna,Lee Sin,Renekton,Sylas,Lucian,1860,0,6,15,9,6,15,0,0,0,0,1,,,,0.1935,0.6774,0,0,4,0,4,0,0,0,0,,0,0,0,0,2,0,0,1,0,2,9,0,0,0,1,33174,1070.1290,,2398.5161,2103.2903,116,3.7419,46,1.4839,44,219,7.0645,49681,29331,946.1613,,48625,-0.131245,,841,172,139,6,32.6774,15233,17592,310,16034,19655,347,-801,-2063,-37,2,3,2,2,3,2,23718,29107,531,24675,30718,563,-957,-1611,-32,2,3,2,2,3,2
ESPORTSTMNT06/1730637,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730637?gameHash=6c1f100d06c5368c,MSI,2021,,0,2021-05-11 16:51:21,1,11.09,1,Blue,top,Evi,DetonatioN FocusMe,Nocturne,Senna,Thresh,Varus,Viktor,Sylas,1717,0,4,3,2,11,17,0,0,0,0,1,0,1,0,0.3844,0.9785,,,,,,,,,,,,,,,,,,,,,,,,0,0,6792,237.3442,0.202752,525.6727,444.8107,10,0.3494,4,0.1398,5,25,0.8736,10974,7196,251.4619,0.250962,10975,,238,231,7,3,0,8.3168,3310,4275,73,2955,4480,72,355,-205,1,1,1,0,0,0,0,5467,6894,116,5249,7165,123,218,-271,-7,3,1,0,0,0,1
ESPORTSTMNT06/1730637,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730637?gameHash=6c1f100d06c5368c,MSI,2021,,0,2021-05-11 16:51:21,1,11.09,2,Blue,jng,Steal,DetonatioN FocusMe,Udyr,Senna,Thresh,Varus,Viktor,Sylas,1717,0,4,3,6,11,17,1,0,0,0,1,1,0,0,0.3844,0.9785,,,,,,,,,,,,,,,,,,,,,,,,0,0,6815,238.1479,0.203439,894.1293,909.4351,12,0.4193,15,0.5242,11,53,1.8521,10379,6601,230.6698,0.23021,9025,,181,30,151,103,1,6.3250,3465,3591,71,3012,3308,67,453,283,4,1,0,0,0,0,1,5326,5936,108,4926,6174,119,400,-238,-11,1,2,0,0,1,1
ESPORTSTMNT06/1730637,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730637?gameHash=6c1f100d06c5368c,MSI,2021,,0,2021-05-11 16:51:21,1,11.09,3,Blue,mid,Aria,DetonatioN FocusMe,Syndra,Senna,Thresh,Varus,Viktor,Sylas,1717,0,1,3,3,11,17,0,0,0,0,0,0,0,0,0.3844,0.9785,,,,,,,,,,,,,,,,,,,,,,,,0,0,7734,270.2621,0.230873,324.1118,132.5102,14,0.4892,2,0.0699,5,28,0.9785,9645,5867,205.0204,0.204611,8725,,240,224,16,13,0,8.3867,3237,4754,85,3154,4779,87,83,-25,-2,0,0,0,0,0,1,5177,7789,145,5414,7278,132,-237,511,13,0,0,0,1,0,2
ESPORTSTMNT06/1730637,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1730637?gameHash=6c1f100d06c5368c,MSI,2021,,0,2021-05-11 16:51:21,1,11.09,4,Blue,bot,Yutapon,DetonatioN FocusMe,Tristana,Senna,Thresh,Varus,Viktor,Sylas,1717,0,2,2,5,11,17,0,0,0,0,1,0,1,0,0.3844,0.9785,,,,,,,,,,,,,,,,,,,,,,,,0,1,5681,198.5207,0.169587,372.8946,207.9557,17,0.5941,7,0.2446,2,32,1.1182,10751,6973,243.6692,0.243184,9500,,272,248,24,19,0,9.5050,2978,3403,68,3579,3283,88,-601,120,-20,0,1,0,1,0,0,4793,5901,126,5552,5512,141,-759,389,-15,0,2,0,1,0,0
