bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
Aatrox,Graves,Galio,Aphelios,Braum,Ornn,Kindred,Seraphine,Jhin,Thresh,0
Mordekaiser,Olaf,Zoe,Aphelios,Thresh,Camille,Graves,Syndra,Kai'Sa,Rakan,1
Camille,Olaf,Galio,Kai'Sa,Rakan,Shen,Kindred,Xerath,Vayne,Braum,1
Aatrox,Graves,Syndra,Kai'Sa,Leona,Wukong,Ekko,Lucian,Samira,Galio,1
Ornn,Pantheon,Akali,Miss Fortune,Alistar,Illaoi,Skarner,Lulu,Aphelios,Thresh,1
Volibear,Taliyah,Pantheon,Aphelios,Rell,Wukong,Jarvan IV,Orianna,Kai'Sa,Leona,1
Ornn,Graves,Orianna,Jhin,Alistar,Renekton,Taliyah,Sylas,Miss Fortune,Seraphine,1
Gangplank,Taliyah,Viktor,Miss Fortune,Thresh,Malphite,Hecarim,Seraphine,Kai'Sa,Leona,0
Aatrox,Graves,Lulu,Kai'Sa,Sett,Poppy,Hecarim,Zoe,Jhin,Galio,1
Ornn,Hecarim,Galio,Miss Fortune,Rakan,Renekton,Taliyah,Zoe,Jhin,Sett,0
Fiora,Pantheon,Syndra,Miss Fortune,Leona,Aatrox,Elise,Ekko,Kai'Sa,Thresh,1
Shen,Olaf,Twisted Fate,Kai'Sa,Rakan,Ornn,Kindred,Akali,Aphelios,Thresh,0
Renekton,Taliyah,LeBlanc,Kai'Sa,Pantheon,Gnar,Nidalee,Xerath,Jhin,Leona,1
Kennen,Pantheon,Zoe,Vayne,Alistar,Wukong,Graves,Malzahar,Kai'Sa,Galio,1
Shen,Graves,Ryze,Aphelios,Maokai,Pantheon,Taliyah,Aurelion Sol,Kai'Sa,Soraka,1
Renekton,Olaf,Karma,Samira,Alistar,Camille,Karthus,Zed,Kai'Sa,Janna,1
Mordekaiser,Hecarim,Graves,Jhin,Leona,Renekton,Lillia,Malphite,Miss Fortune,Seraphine,1
Sion,Kindred,Seraphine,Jhin,Braum,Malphite,Olaf,Kayle,Kai'Sa,Leona,1
Camille,Hecarim,Ekko,Kai'Sa,Galio,Ornn,Lillia,Syndra,Samira,Rell,1
Fiora,Olaf,Yone,Seraphine,Galio,Maokai,Nidalee,Zed,Jhin,Zoe,1
Camille,Nunu & Willump,Viktor,Aphelios,Leona,Riven,Pantheon,Zoe,Jhin,Alistar,1
Shen,Taliyah,Lucian,Kai'Sa,Leona,Aatrox,Hecarim,Viktor,Samira,Galio,0
Shen,Ekko,Yone,Kai'Sa,Braum,Ornn,Hecarim,Viktor,Miss Fortune,Seraphine,1
Jax,Taliyah,Sett,Kai'Sa,Morgana,Wukong,Lillia,Riven,Vayne,Alistar,1
Mordekaiser,Hecarim,Sylas,Tristana,Leona,Shen,Sejuani,Renekton,Samira,Alistar,0
Shen,Olaf,Syndra,Jhin,Gragas,Sion,Kindred,Ekko,Miss Fortune,Alistar,1
Aatrox,Olaf,Orianna,Jhin,Maokai,Darius,Nunu & Willump,Seraphine,Aphelios,Morgana,1
Ornn,Olaf,Ekko,Samira,Thresh,Jax,Graves,Syndra,Kai'Sa,Alistar,0
Aatrox,Lillia,Zoe,Samira,Alistar,Gnar,Nidalee,Lucian,Kai'Sa,Galio,1
Sion,Olaf,Syndra,Kai'Sa,Leona,Ornn,Graves,Yone,Aphelios,Thresh,0
Kennen,Olaf,Akali,Jhin,Alistar,Gnar,Pantheon,Galio,Miss Fortune,Nautilus,0
Kennen,Graves,Galio,Kai'Sa,Sett,Aatrox,Lillia,Sylas,Aphelios,Thresh,0
Gnar,Olaf,Orianna,Vayne,Thresh,Kennen,Graves,Viktor,Samira,Leona,1
Gnar,Graves,Syndra,Kai'Sa,Maokai,Renekton,Nidalee,Orianna,Samira,Leona,0
Kennen,Graves,Orianna,Aphelios,Thresh,Jayce,Nidalee,Yone,Jhin,Leona,0
Gnar,Olaf,Zoe,Tristana,Rell,Ornn,Graves,Akali,Jhin,Leona,0
Renekton,Taliyah,Sett,Kai'Sa,Leona,Ornn,Graves,Twisted Fate,Vayne,Braum,0
Mordekaiser,Graves,Orianna,Samira,Rell,Camille,Lillia,Twisted Fate,Kai'Sa,Galio,0
Wukong,Nidalee,Viktor,Kai'Sa,Alistar,Kennen,Graves,Galio,Miss Fortune,Leona,1
Renekton,Olaf,Karma,Miss Fortune,Seraphine,Jayce,Nidalee,Orianna,Aphelios,Thresh,0
Aatrox,Graves,Syndra,Kai'Sa,Alistar,Camille,Hecarim,Orianna,Jhin,Galio,1
Gnar,Pantheon,Corki,Aphelios,Thresh,Kennen,Olaf,Syndra,Kai'Sa,Seraphine,1
Ornn,Graves,Orianna,Tristana,Alistar,Gnar,Lillia,Syndra,Kai'Sa,Leona,1
Camille,Nidalee,Twisted Fate,Kai'Sa,Galio,Renekton,Kindred,Orianna,Draven,Sett,0
Gnar,Pantheon,Azir,Xayah,Leona,Renekton,Graves,Orianna,Kai'Sa,Nautilus,0
Fiora,Graves,Twisted Fate,Xayah,Nautilus,Camille,Karthus,Galio,Kai'Sa,Rell,1
Camille,Taliyah,Orianna,Kai'Sa,Leona,Gragas,Olaf,Syndra,Jhin,Galio,0
Camille,Nidalee,Twisted Fate,Kai'Sa,Thresh,Renekton,Graves,Galio,Aphelios,Nautilus,0
Camille,Pantheon,Orianna,Tristana,Galio,Jayce,Lillia,Syndra,Lucian,Leona,0
Yone,Nidalee,Akali,Miss Fortune,Galio,Aatrox,Graves,LeBlanc,Kai'Sa,Nautilus,0
Renekton,Olaf,Viktor,Aphelios,Sett,Gragas,Nidalee,Jayce,Kai'Sa,Leona,1
Irelia,Ivern,Zoe,Samira,Rell,Aatrox,Nunu & Willump,Orianna,Miss Fortune,Leona,1
Volibear,Taliyah,Lucian,Jhin,Galio,Gragas,Graves,Zoe,Kai'Sa,Sett,1
Renekton,Taliyah,Zoe,Kai'Sa,Galio,Gnar,Graves,Orianna,Aphelios,Leona,1
Renekton,Pantheon,Orianna,Jhin,Leona,Gragas,Lillia,Lulu,Kai'Sa,Alistar,1
Renekton,Taliyah,Yone,Ashe,Nautilus,Malphite,Hecarim,Syndra,Kai'Sa,Galio,1
Ornn,Pantheon,Orianna,Kai'Sa,Alistar,Sett,Olaf,Syndra,Jhin,Leona,0
Aatrox,Taliyah,Zoe,Aphelios,Alistar,Jayce,Kindred,Orianna,Kai'Sa,Gragas,0
Ornn,Hecarim,Orianna,Miss Fortune,Alistar,Sion,Taliyah,Lucian,Jhin,Braum,1
Aatrox,Olaf,Galio,Aphelios,Lulu,Renekton,Lillia,Cassiopeia,Samira,Leona,0
Gnar,Nidalee,Zoe,Aphelios,Leona,Renekton,Graves,Ryze,Kai'Sa,Maokai,1
Ornn,Olaf,Azir,Jhin,Maokai,Renekton,Graves,Syndra,Kai'Sa,Alistar,0
Gangplank,Nidalee,Orianna,Aphelios,Thresh,Ornn,Graves,Syndra,Kai'Sa,Nautilus,0
Gnar,Olaf,Sylas,Kai'Sa,Galio,Renekton,Hecarim,Azir,Miss Fortune,Seraphine,0
Renekton,Lillia,Orianna,Kai'Sa,Sett,Ornn,Olaf,Galio,Miss Fortune,Thresh,0
Darius,Graves,Viktor,Kai'Sa,Nautilus,Shen,Hecarim,Azir,Aphelios,Thresh,1
Ornn,Ekko,Lucian,Kai'Sa,Maokai,Volibear,Taliyah,Irelia,Aphelios,Lulu,0
Karma,Olaf,Orianna,Aphelios,Galio,Aatrox,Graves,Zoe,Kai'Sa,Thresh,0
Cho'Gath,Olaf,Viktor,Jhin,Maokai,Camille,Lillia,Zed,Kai'Sa,Alistar,0
Akali,Olaf,Yone,Aphelios,Thresh,Ornn,Kindred,Xerath,Vayne,Leona,0
Kled,Lillia,Pantheon,Miss Fortune,Alistar,Aatrox,Nidalee,Viktor,Jhin,Galio,0
Aatrox,Ekko,Malzahar,Kai'Sa,Galio,Pantheon,Taliyah,Orianna,Aphelios,Alistar,0
Malphite,Graves,Lissandra,Aphelios,Thresh,Akali,Lee Sin,Sylas,Kai'Sa,Lulu,1
Aatrox,Graves,Karma,Kai'Sa,Alistar,Gangplank,Jarvan IV,Syndra,Xayah,Leona,0
Aatrox,Graves,Orianna,Aphelios,Thresh,Camille,Nidalee,Viktor,Jhin,Leona,0
Gnar,Taliyah,Sett,Kai'Sa,Galio,Renekton,Lillia,Lucian,Aphelios,Alistar,0
Yone,Graves,Zoe,Xayah,Galio,Aatrox,Nidalee,Renekton,Kai'Sa,Alistar,0
Shen,Olaf,Twisted Fate,Kai'Sa,Nami,Ornn,Lillia,Ekko,Vayne,Lulu,1
Sion,Olaf,Orianna,Jhin,Maokai,Darius,Graves,Syndra,Miss Fortune,Taric,0
Shen,Kindred,Viktor,Kai'Sa,Leona,Wukong,Lillia,Azir,Miss Fortune,Seraphine,1
Renekton,Hecarim,Galio,Miss Fortune,Shen,Camille,Lillia,Corki,Kai'Sa,Sett,1
Poppy,Hecarim,Syndra,Miss Fortune,Seraphine,Camille,Gragas,Ekko,Kai'Sa,Alistar,0
Akali,Zac,Lucian,Jhin,Maokai,Malphite,Nidalee,Xerath,Aphelios,Leona,0
Renekton,Olaf,Zoe,Kai'Sa,Galio,Shen,Lillia,Ekko,Miss Fortune,Sett,0
Aatrox,Olaf,Syndra,Miss Fortune,Thresh,Mordekaiser,Nidalee,Zed,Jhin,Alistar,0
Ornn,Olaf,Azir,Aphelios,Thresh,Shen,Kindred,Orianna,Miss Fortune,Pantheon,1
Gangplank,Ekko,Malzahar,Kai'Sa,Galio,Ornn,Taliyah,Lucian,Aphelios,Sett,0
Illaoi,Skarner,Syndra,Kai'Sa,Leona,Camille,Nidalee,Galio,Samira,Alistar,1
Renekton,Graves,Zoe,Aphelios,Morgana,Shen,Lillia,Tristana,Kai'Sa,Thresh,1
Aatrox,Elise,Irelia,Ashe,Braum,Yone,Nidalee,Brand,Jhin,Seraphine,1
Gangplank,Olaf,Tristana,Heimerdinger,Thresh,Ornn,Lillia,Irelia,Miss Fortune,Bard,0
Malphite,Olaf,Orianna,Kai'Sa,Alistar,Wukong,Graves,Syndra,Jhin,Janna,0
Malphite,Lillia,Orianna,Samira,Rell,Maokai,Graves,Syndra,Miss Fortune,Alistar,1
Volibear,Kha'Zix,Akali,Miss Fortune,Leona,Gragas,Rek'Sai,Malzahar,Jhin,Thresh,0
Camille,Graves,Cassiopeia,Kai'Sa,Bard,Renekton,Lillia,Viktor,Lucian,Sett,0
Wukong,Lillia,Orianna,Kai'Sa,Leona,Aatrox,Taliyah,Sett,Tristana,Alistar,0
Jayce,Taliyah,Yone,Samira,Leona,Wukong,Nidalee,Orianna,Kai'Sa,Alistar,0
Gragas,Olaf,Zoe,Kai'Sa,Blitzcrank,Camille,Graves,Twisted Fate,Aphelios,Thresh,1
Aatrox,Nidalee,Sett,Kai'Sa,Alistar,Ornn,Pantheon,Viktor,Aphelios,Thresh,0
Aatrox,Lillia,Orianna,Kai'Sa,Alistar,Kennen,Graves,Irelia,Samira,Maokai,0
Renekton,Lillia,Orianna,Jhin,Alistar,Gragas,Hecarim,Azir,Aphelios,Thresh,0
Renekton,Olaf,Azir,Kai'Sa,Rakan,Aatrox,Lillia,Orianna,Samira,Alistar,1
Darius,Pantheon,Viktor,Xayah,Galio,Jax,Hecarim,Akali,Tristana,Rakan,0
Aatrox,Pantheon,Viktor,Jhin,Leona,Jayce,Olaf,Syndra,Aphelios,Thresh,1
Renekton,Nidalee,Syndra,Caitlyn,Morgana,Ornn,Olaf,Twisted Fate,Aphelios,Seraphine,0
Camille,Lee Sin,Galio,Kai'Sa,Leona,Ornn,Graves,Orianna,Jhin,Alistar,0
Aatrox,Pantheon,Orianna,Kai'Sa,Galio,Rumble,Sejuani,Irelia,Samira,Alistar,1
Ornn,Olaf,Syndra,Aphelios,Sett,Jayce,Lillia,Ekko,Jhin,Thresh,0
Aatrox,Olaf,Galio,Tristana,Leona,Renekton,Pantheon,Orianna,Vayne,Sett,1
Jayce,Graves,Twisted Fate,Miss Fortune,Alistar,Gnar,Olaf,Zoe,Jhin,Bard,0
Jayce,Nidalee,Syndra,Aphelios,Thresh,Gragas,Olaf,Zoe,Ezreal,Bard,1
Renekton,Taliyah,Pantheon,Xayah,Thresh,Aatrox,Olaf,Akali,Jhin,Galio,0
Rumble,Kindred,Zoe,Aphelios,Thresh,Aatrox,Lillia,Qiyana,Kai'Sa,Leona,0
Jayce,Lillia,Yone,Kai'Sa,Galio,Gnar,Olaf,Zoe,Kalista,Taric,0
Aatrox,Nidalee,Tristana,Miss Fortune,Maokai,Gnar,Graves,Zoe,Kai'Sa,Gragas,1
Camille,Pantheon,Galio,Miss Fortune,Nautilus,Renekton,Lillia,Zoe,Jhin,Maokai,1
Renekton,Nidalee,Zoe,Aphelios,Thresh,Volibear,Lillia,Zed,Kai'Sa,Nautilus,1
Camille,Taliyah,Sylas,Kai'Sa,Leona,Jax,Hecarim,Galio,Samira,Alistar,0
Mordekaiser,Hecarim,Zoe,Samira,Alistar,Camille,Lillia,Yone,Xayah,Leona,1
Karma,Kindred,Sylas,Kai'Sa,Thresh,Shen,Graves,Akali,Aphelios,Leona,0
Gragas,Olaf,Seraphine,Kai'Sa,Leona,Renekton,Nidalee,Ekko,Jhin,Rakan,1
Renekton,Olaf,Syndra,Jhin,Blitzcrank,Camille,Taliyah,Viktor,Aphelios,Thresh,0
Malphite,Hecarim,Galio,Kai'Sa,Alistar,Renekton,Nidalee,Orianna,Samira,Leona,0
Renekton,Taliyah,Zoe,Jhin,Maokai,Gnar,Pantheon,Viktor,Miss Fortune,Leona,0
Renekton,Ivern,Anivia,Ezreal,Maokai,Wukong,Hecarim,Seraphine,Kai'Sa,Leona,0
Volibear,Lillia,Orianna,Kai'Sa,Leona,Renekton,Taliyah,Vel'Koz,Jhin,Thresh,0
Gnar,Olaf,Viktor,Aphelios,Thresh,Malphite,Kayn,Zoe,Jhin,Braum,0
Aatrox,Hecarim,Anivia,Jhin,Seraphine,Renekton,Karthus,Irelia,Aphelios,Thresh,0
Gnar,Olaf,Syndra,Kai'Sa,Gragas,Renekton,Graves,Viktor,Ezreal,Braum,0
Renekton,Olaf,Zoe,Jhin,Thresh,Aatrox,Lillia,Irelia,Seraphine,Pyke,1
Poppy,Pantheon,Anivia,Kai'Sa,Alistar,Camille,Olaf,Taliyah,Vayne,Leona,1
Volibear,Graves,Seraphine,Kai'Sa,Alistar,Vladimir,Olaf,Orianna,Xayah,Leona,0
Gragas,Olaf,Orianna,Senna,Galio,Cho'Gath,Graves,Syndra,Aphelios,Braum,1
Jayce,Hecarim,Seraphine,Kai'Sa,Lulu,Gnar,Graves,Morgana,Ezreal,Nautilus,0
Sett,Kindred,Lulu,Kai'Sa,Nautilus,Sion,Lillia,Twisted Fate,Aphelios,Thresh,0
Akali,Taliyah,Yone,Kai'Sa,Gragas,Aatrox,Graves,Sylas,Ashe,Rell,0
Camille,Taliyah,Zoe,Kai'Sa,Galio,Renekton,Nidalee,Twisted Fate,Jhin,Braum,1
Camille,Olaf,Syndra,Lucian,Seraphine,Aatrox,Lillia,Yone,Kai'Sa,Nautilus,0
Gragas,Olaf,Orianna,Aphelios,Seraphine,Camille,Karthus,Yone,Vayne,Lulu,1
Shen,Graves,Syndra,Samira,Galio,Camille,Nidalee,Zoe,Xayah,Leona,0
Ornn,Graves,Seraphine,Aphelios,Maokai,Fiora,Hecarim,Lulu,Miss Fortune,Galio,0
Ornn,Karthus,Tristana,Kai'Sa,Galio,Camille,Nidalee,Viktor,Aphelios,Thresh,1
Wukong,Taliyah,Syndra,Aphelios,Shen,Vayne,Nidalee,Zoe,Kai'Sa,Alistar,1
Shen,Olaf,Galio,Aphelios,Rakan,Wukong,Lee Sin,Akali,Kai'Sa,Morgana,1
Garen,Lillia,Pantheon,Tristana,Lulu,Ornn,Graves,Zoe,Kai'Sa,Alistar,1
Sion,Kayn,Seraphine,Kai'Sa,Alistar,Camille,Nunu & Willump,Karma,Aphelios,Thresh,0
Shen,Hecarim,Azir,Kai'Sa,Leona,Aatrox,Pantheon,Galio,Aphelios,Thresh,1
Camille,Lillia,Galio,Miss Fortune,Zyra,Ornn,Elise,Renekton,Aphelios,Braum,0
Camille,Graves,Syndra,Jhin,Leona,Gragas,Ekko,Orianna,Samira,Maokai,0
Aatrox,Skarner,Anivia,Aphelios,Morgana,Nocturne,Kayn,Orianna,Kai'Sa,Leona,0
Gnar,Lillia,Zoe,Aphelios,Alistar,Nasus,Nidalee,Lux,Jhin,Leona,1
Ornn,Graves,Swain,Jhin,Leona,Renekton,Taliyah,Galio,Miss Fortune,Taric,1
Darius,Olaf,Karma,Aphelios,Thresh,Volibear,Nocturne,Orianna,Kai'Sa,Galio,0
Camille,Hecarim,Galio,Neeko,Seraphine,Aatrox,Elise,Orianna,Kai'Sa,Bard,0
Wukong,Olaf,LeBlanc,Kai'Sa,Rell,Renekton,Lillia,Akali,Aphelios,Leona,0
Shen,Kindred,Anivia,Kai'Sa,Thresh,Vayne,Taliyah,Yone,Aphelios,Leona,1
Kled,Taliyah,Twisted Fate,Kai'Sa,Alistar,Renekton,Graves,Zoe,Aphelios,Thresh,1
Camille,Rek'Sai,Galio,Seraphine,Leona,Sett,Olaf,Ryze,Jhin,Alistar,1
Shen,Graves,Lux,Lucian,Nami,Aatrox,Lillia,Yone,Kai'Sa,Seraphine,1
Gangplank,Lee Sin,Tristana,Heimerdinger,Galio,Shen,Nidalee,Yone,Kai'Sa,Sett,1
Camille,Sejuani,Zoe,Kai'Sa,Leona,Ornn,Taliyah,Pantheon,Vayne,Thresh,1
Gragas,Graves,Syndra,Tristana,Leona,Maokai,Lillia,Yone,Lucian,Poppy,0
Gangplank,Nidalee,Yone,Kai'Sa,Galio,Jax,Taliyah,Aurelion Sol,Miss Fortune,Karma,0
Urgot,Karthus,Xerath,Kai'Sa,Alistar,Darius,Skarner,Lux,Aphelios,Galio,0
Ornn,Olaf,Syndra,Vayne,Yuumi,Kayle,Graves,Lucian,Kai'Sa,Braum,0
Mordekaiser,Graves,Syndra,Tristana,Leona,Camille,Taliyah,Twisted Fate,Jhin,Galio,0
Camille,Taliyah,Akali,Samira,Rell,Malphite,Olaf,Orianna,Aphelios,Thresh,0
Malphite,Olaf,Syndra,Kai'Sa,Galio,Gnar,Taliyah,Irelia,Samira,Gragas,1
Renekton,Lillia,Akali,Xayah,Alistar,Gangplank,Taliyah,Ryze,Kai'Sa,Leona,1
Ornn,Nidalee,Irelia,Kai'Sa,Maokai,Aatrox,Graves,Akali,Jhin,Galio,0
Renekton,Lee Sin,Ryze,Aphelios,Thresh,Aatrox,Lillia,Irelia,Kai'Sa,Sett,0
Aatrox,Olaf,Viktor,Xayah,Leona,Jayce,Graves,Zoe,Kai'Sa,Thresh,0
Aatrox,Karthus,Lucian,Miss Fortune,Leona,Camille,Lillia,Orianna,Jhin,Thresh,0
Gnar,Lillia,Syndra,Kai'Sa,Nautilus,Renekton,Taliyah,Zoe,Xayah,Maokai,1
Gragas,Graves,Syndra,Kai'Sa,Sett,Ornn,Nidalee,Irelia,Samira,Leona,0
Fiora,Elise,Irelia,Aphelios,Galio,Gragas,Graves,Orianna,Kai'Sa,Alistar,1
Aatrox,Taliyah,Syndra,Kai'Sa,Alistar,Gnar,Lillia,Akali,Miss Fortune,Leona,0
Shen,Olaf,Yone,Ziggs,Alistar,Akali,Pantheon,Corki,Aphelios,Rell,0
Shen,Olaf,Azir,Jhin,Karma,Gangplank,Lillia,Orianna,Kai'Sa,Galio,1
Shen,Kha'Zix,Pantheon,Miss Fortune,Seraphine,Mordekaiser,Lillia,Lucian,Aphelios,Thresh,1
Ornn,Graves,Zoe,Kai'Sa,Alistar,Gangplank,Karthus,Sylas,Aphelios,Nautilus,0
Urgot,Olaf,Orianna,Miss Fortune,Alistar,Neeko,Graves,Yone,Kai'Sa,Leona,1
Renekton,Taliyah,Syndra,Samira,Nautilus,Shen,Nidalee,Orianna,Kai'Sa,Thresh,0
Renekton,Olaf,Ryze,Ashe,Seraphine,Aatrox,Nidalee,Anivia,Kai'Sa,Alistar,0
Camille,Lillia,Lucian,Miss Fortune,Galio,Wukong,Skarner,Ryze,Jhin,Alistar,0
Ornn,Graves,Viktor,Kai'Sa,Alistar,Renekton,Elise,Yone,Jhin,Leona,0
Sion,Graves,Orianna,Miss Fortune,Seraphine,Volibear,Kayn,LeBlanc,Jhin,Bard,1
Gangplank,Graves,Galio,Miss Fortune,Alistar,Karma,Olaf,Syndra,Jhin,Leona,1
Sion,Graves,Viktor,Aphelios,Leona,Gangplank,Olaf,Orianna,Samira,Alistar,1
Renekton,Lillia,Lucian,Xayah,Galio,Darius,Taliyah,Syndra,Kai'Sa,Leona,1
Renekton,Nidalee,Lucian,Aphelios,Braum,Gnar,Olaf,Seraphine,Swain,Leona,1
Gnar,Taliyah,Syndra,Ashe,Maokai,Jayce,Graves,Zoe,Jhin,Leona,0
Gnar,Hecarim,Anivia,Miss Fortune,Galio,Ornn,Kindred,Orianna,Kai'Sa,Sett,1
Gnar,Lillia,Yone,Samira,Thresh,Fiora,Ivern,Akali,Aphelios,Maokai,1
Shen,Hecarim,Seraphine,Jhin,Karma,Darius,Olaf,Aurelion Sol,Miss Fortune,Bard,1
Gragas,Kha'Zix,Akali,Jhin,Maokai,Gangplank,Graves,Syndra,Kai'Sa,Thresh,0
Gnar,Lillia,Sylas,Kai'Sa,Alistar,Shen,Hecarim,Viktor,Jhin,Maokai,1
Aatrox,Hecarim,Ryze,Kai'Sa,Maokai,Ornn,Graves,Orianna,Tristana,Alistar,0
Gragas,Olaf,Lillia,Jhin,Alistar,Gangplank,Nidalee,Akali,Lucian,Maokai,1
Sion,Lillia,Yone,Seraphine,Leona,Renekton,Taliyah,Sylas,Jhin,Alistar,1
Renekton,Taliyah,Orianna,Samira,Leona,Sion,Lillia,Syndra,Jhin,Maokai,0
Ornn,Lillia,Lucian,Vayne,Braum,Akali,Nidalee,Sett,Kai'Sa,Alistar,1
Kennen,Olaf,Orianna,Kai'Sa,Alistar,Gnar,Graves,Viktor,Miss Fortune,Galio,1
Renekton,Nidalee,Jayce,Miss Fortune,Leona,Gnar,Lillia,Orianna,Kai'Sa,Nautilus,0
Shen,Olaf,Orianna,Xayah,Leona,Camille,Lillia,Irelia,Ezreal,Galio,0
Irelia,Graves,Sylas,Samira,Leona,Malphite,Hecarim,Vladimir,Aphelios,Galio,0
Wukong,Olaf,Orianna,Miss Fortune,Seraphine,Aatrox,Lillia,Viktor,Aphelios,Thresh,1
Akali,Olaf,Azir,Aphelios,Thresh,Lulu,Karthus,Orianna,Kai'Sa,Alistar,0
Gnar,Nidalee,Galio,Miss Fortune,Nautilus,Renekton,Lillia,Orianna,Aphelios,Thresh,0
Irelia,Graves,Xerath,Caitlyn,Morgana,Gangplank,Kindred,Akali,Jhin,Maokai,1
Camille,Taliyah,Pantheon,Jhin,Alistar,Volibear,Nidalee,Zoe,Aphelios,Thresh,0
Camille,Lillia,Twisted Fate,Aphelios,Galio,Renekton,Evelynn,Yone,Kai'Sa,Bard,0
Aatrox,Nidalee,Akali,Kai'Sa,Alistar,Wukong,Graves,Viktor,Aphelios,Thresh,0
Renekton,Lillia,Orianna,Kai'Sa,Leona,Camille,Kha'Zix,Viktor,Jhin,Galio,1
Aatrox,Hecarim,Karma,Vayne,Yuumi,Malphite,Olaf,Orianna,Kai'Sa,Lulu,1
Akali,Graves,Zoe,Aphelios,Braum,Camille,Kindred,Ekko,Jhin,Leona,0
Yorick,Lillia,Pantheon,Aphelios,Lulu,Volibear,Olaf,Akali,Kai'Sa,Zilean,0
Malphite,Graves,Zoe,Aphelios,Taric,Sylas,Lillia,Lucian,Kai'Sa,Leona,0
Ornn,Lee Sin,Akali,Xayah,Gragas,Camille,Olaf,Viktor,Kai'Sa,Rakan,0
Renekton,Nidalee,Twisted Fate,Samira,Sett,Gragas,Kindred,Orianna,Miss Fortune,Maokai,1
Poppy,Rengar,Viktor,Jhin,Alistar,Akali,Nidalee,Yone,Samira,Pantheon,0
Gragas,Graves,Syndra,Kai'Sa,Nautilus,Wukong,Karthus,Zed,Vayne,Lulu,0
Gangplank,Lillia,Seraphine,Tristana,Maokai,Wukong,Hecarim,Sylas,Kai'Sa,Leona,0
Camille,Taliyah,Ekko,Jhin,Pantheon,Renekton,Nunu & Willump,Anivia,Kai'Sa,Sett,1
Gragas,Kindred,Akali,Kai'Sa,Leona,Vladimir,Graves,Pantheon,Xayah,Rakan,1
Gragas,Lillia,Lucian,Kai'Sa,Sett,Maokai,Hecarim,Irelia,Miss Fortune,Seraphine,0
Renekton,Taliyah,Twisted Fate,Miss Fortune,Seraphine,Camille,Lillia,Orianna,Jhin,Nami,1
Ornn,Graves,Viktor,Aphelios,Sett,Gnar,Lillia,Ryze,Kai'Sa,Maokai,1
Poppy,Karthus,Syndra,Jhin,Galio,Darius,Shyvana,Ekko,Kai'Sa,Leona,1
Jax,Hecarim,Vel'Koz,Kai'Sa,Alistar,Darius,Kindred,Ekko,Aphelios,Taric,0
Renekton,Nidalee,Zed,Kai'Sa,Alistar,Yone,Hecarim,Lulu,Aphelios,Thresh,0
Ornn,Olaf,Sylas,Xayah,Rakan,Soraka,Kha'Zix,Viktor,Kai'Sa,Alistar,0
Shen,Kindred,Karma,Miss Fortune,Nautilus,Gragas,Lee Sin,Lucian,Tristana,Maokai,0
Aatrox,Nunu & Willump,Viktor,Kai'Sa,Morgana,Irelia,Graves,LeBlanc,Jhin,Alistar,0
Aatrox,Graves,Orianna,Miss Fortune,Galio,Maokai,Nidalee,Yone,Aphelios,Leona,0
Lulu,Ivern,Mordekaiser,Kai'Sa,Galio,Jax,Shyvana,Ekko,Caitlyn,Maokai,1
Renekton,Lillia,Akali,Kai'Sa,Maokai,Ornn,Graves,Lulu,Jhin,Alistar,1
Shen,Kha'Zix,Syndra,Kai'Sa,Karma,Cho'Gath,Olaf,Orianna,Ezreal,Alistar,0
Vayne,Nidalee,Azir,Jhin,Maokai,Malphite,Rengar,Viktor,Kai'Sa,Alistar,1
Gnar,Pantheon,Syndra,Xayah,Leona,Irelia,Lillia,Yone,Kai'Sa,Alistar,1
Camille,Taliyah,Galio,Jhin,Alistar,Jax,Nidalee,Sylas,Xayah,Thresh,0
Gnar,Taliyah,Orianna,Samira,Leona,Camille,Nidalee,Viktor,Kai'Sa,Shen,0
Gnar,Kindred,Syndra,Kai'Sa,Nautilus,Irelia,Olaf,Galio,Aphelios,Thresh,1
Camille,Nidalee,Orianna,Jhin,Leona,Gnar,Graves,Syndra,Samira,Alistar,0
Gnar,Lillia,Zoe,Samira,Rell,Akali,Graves,Orianna,Kai'Sa,Nautilus,1
Camille,Nidalee,Galio,Jhin,Rell,Aatrox,Taliyah,Syndra,Samira,Alistar,0
Gnar,Pantheon,Twisted Fate,Miss Fortune,Nautilus,Camille,Graves,Galio,Xayah,Alistar,0
Gnar,Olaf,Galio,Kai'Sa,Rakan,Jayce,Nidalee,Syndra,Samira,Rell,1
Gangplank,Lillia,Renekton,Miss Fortune,Rell,Gnar,Taliyah,Jayce,Jhin,Leona,1
Kennen,Graves,Syndra,Xayah,Rell,Camille,Olaf,Galio,Jhin,Alistar,1
Gnar,Pantheon,Zoe,Xayah,Rakan,Ornn,Hecarim,Orianna,Kai'Sa,Galio,0
Camille,Pantheon,Orianna,Jhin,Leona,Ornn,Olaf,Syndra,Aphelios,Thresh,0
Jayce,Pantheon,Zoe,Xayah,Leona,Gnar,Olaf,Syndra,Miss Fortune,Alistar,0
Gnar,Nidalee,Syndra,Samira,Rell,Irelia,Udyr,Orianna,Kai'Sa,Rakan,1
Quinn,Pantheon,Syndra,Kai'Sa,Galio,Renekton,Taliyah,Zoe,Miss Fortune,Sett,0
